episode,reward,length,avg_reward_100,std_reward_100,policy_loss,entropy,episode_time_s,cumulative_time_s
0,22.568973540049225,23,22.568973540049225,0.0,-40.237396240234375,4.720035843227221,0.0209,0.02
1,4.291520412421878,18,13.430246976235551,9.138726563813673,-79.80455780029297,3.887663390901354,0.0143,0.04
2,8.51974039581516,18,11.793411449428755,7.8125546327094275,-75.40982055664062,4.293732364972432,0.0123,0.05
3,15.358519086411134,17,12.68468835867435,6.939750067809741,-45.163658142089844,3.7116316346561207,0.0142,0.06
4,3.766456400290438,20,10.901041966997568,7.15916773131477,-90.2823715209961,4.178259420394897,0.0166,0.08
5,6.691517329439522,22,10.19945452740456,6.721051022562537,-79.75325012207031,4.184292305599559,0.0158,0.1
6,6.08815494060443,13,9.61212601500454,6.386629581839708,-67.94539642333984,3.7171969413757324,0.011,0.11
7,39.11887438893464,31,13.300469561745805,11.441920930079515,-3.0780436992645264,4.79131648617406,0.0239,0.13
8,31.86394024771878,31,15.363077415742803,12.264011125765867,-27.14978790283203,3.9699122367366666,0.0289,0.16
9,9.862147275643837,24,14.812984401732908,11.751118794403387,-71.47467041015625,4.044020394484202,0.0187,0.18
10,19.122508102669816,29,15.204759283636264,11.27253928234349,-53.70011520385742,3.9729357423453497,0.0243,0.21
11,7.242990041829392,16,14.541278513485691,11.0146828115294,-88.92718505859375,4.783364802598953,0.0129,0.22
12,6.624123377432969,13,13.932266579943173,10.790802895749755,-76.81709289550781,4.188052672606248,0.0117,0.23
13,6.355246599701579,28,13.391050867068774,10.579795374286672,-78.48011016845703,3.5632730552128384,0.0246,0.26
14,3.548848910824682,17,12.734904069985836,10.511771155305048,-87.62940216064453,4.244577590157004,0.0143,0.27
15,5.040560103870461,15,12.254007572103621,10.346988506096348,-79.67278289794922,4.081744050979614,0.0115,0.28
16,2.4674147611065456,24,11.67832564204497,10.29878968484323,-94.1382827758789,4.2261781593163805,0.0208,0.3
17,0.8832837320975793,18,11.078601091492336,10.309556113719195,-85.98159790039062,3.756232990158929,0.0164,0.32
18,15.821214015769007,19,11.328212298033213,10.090312234306145,-59.167903900146484,4.682226055546811,0.0167,0.34
19,21.997295292163585,29,11.861666447739733,10.10596725719225,-50.813934326171875,4.174574736891122,0.0283,0.37
20,3.0574016755944378,26,11.442415744304242,10.039055561839996,-94.43077850341797,4.048061178280757,0.0226,0.39
21,8.706597730346624,14,11.318060380033442,9.824782797987103,-74.62165069580078,4.466074773243496,0.0125,0.4
22,1.1072201771665044,20,10.874110805995748,9.831864819571564,-99.29145812988281,4.400801682472229,0.0182,0.42
23,15.719567238096138,21,11.076004823999932,9.673434829178674,-58.15128707885742,4.2192112264179045,0.0178,0.44
24,3.161942837557404,20,10.759442344542231,9.60403097767818,-96.54589080810547,4.295498120784759,0.0178,0.46
25,5.250550576968146,16,10.547561891943227,9.476927320787834,-80.3978042602539,4.08591990172863,0.012,0.47
26,22.17628484393574,24,10.978255334609615,9.555558243480997,-43.314849853515625,4.224569082260132,0.017,0.49
27,106.57719908811676,70,14.392503325806299,20.06960589816845,102.9126968383789,4.025324726104737,0.0633,0.55
28,21.848976219715816,35,14.649623080768697,19.767420119246182,-45.3503532409668,3.9887792791639054,0.0301,0.58
29,7.570125461298492,17,14.413639826786357,19.476673818195845,-80.29217529296875,4.303871898090138,0.0138,0.6
30,20.319184096003926,20,14.604141254825633,19.18834922812153,-39.869911193847656,4.248609328269959,0.0167,0.62
31,1.6900564232467765,23,14.200576103838793,19.019346270272752,-91.10681915283203,4.012342131656149,0.0176,0.63
32,8.540511637583032,16,14.02905899880074,18.754072344381562,-79.58818817138672,4.430074438452721,0.0126,0.65
33,13.384131623857748,23,14.010090546596535,18.47654019010934,-66.0244369506836,4.035256427267323,0.0189,0.67
34,9.697698119499847,35,13.886879334393774,18.22484306405919,-79.388427734375,3.8384893349238802,0.0273,0.69
35,13.450446669094648,30,13.874756204802132,17.97008072647506,-72.51641082763672,4.571289459864299,0.0247,0.72
36,5.392137592747047,23,13.645496242314156,17.778872171895255,-80.66151428222656,4.062928811363552,0.0195,0.74
37,42.3598873730452,33,14.4011381141755,18.13551720477274,4.13688325881958,3.972537069609671,0.0251,0.76
38,0.9319873222397566,19,14.055775273356634,18.027650899837518,-99.2777328491211,4.401426892531545,0.0144,0.78
39,86.09307612028424,49,15.856707794529825,21.056168975604322,102.2756118774414,4.337222712380545,0.0391,0.82
40,2.9998453094740016,15,15.543125782699196,20.892148898408315,-88.60515594482422,4.330204820632934,0.0129,0.83
41,97.45168594446726,54,17.493329596074627,24.12518499841342,145.6760711669922,4.525996645291646,0.0463,0.88
42,2.015546992756046,23,17.13338116343931,23.9568515720034,-97.89627075195312,4.318011232044386,0.017,0.9
43,87.02591841123876,58,18.721847919071116,25.872487358239354,70.79985046386719,3.9483008836877755,0.047,0.94
44,21.667300852983555,33,18.787302428713616,25.587084151669462,-53.25939178466797,4.329715418093132,0.0263,0.97
45,32.00216891097684,26,19.074582134849773,25.38070378195251,-21.081247329711914,4.487359422903794,0.0192,0.99
46,0.5275706450076689,21,18.679964869108453,25.251483373210863,-97.31861877441406,4.209851900736491,0.0154,1.01
47,60.1808540663864,44,19.544566727385075,25.680488884226886,24.806968688964844,3.9860043038021433,0.032,1.04
48,1.25534811094123,21,19.17131736786581,25.54830140383737,-103.75064086914062,4.66129173551287,0.016,1.06
49,85.50398993547151,57,20.497970819217926,26.94256576772397,69.51844024658203,4.21714086699904,0.0515,1.11
50,11.129956269965193,29,20.31428425942866,26.708716145665722,-71.64553833007812,4.339476157879007,0.0226,1.13
51,3.0573654569199,23,19.98242043630349,26.556617937018512,-93.8177261352539,4.142997016077456,0.0205,1.15
52,26.794600499057324,41,20.110952135600733,26.321214609409076,-43.06368637084961,4.4185695182986375,0.0351,1.19
53,3.190344280594848,13,19.797607545693218,26.17595055776063,-75.17739868164062,3.7274914521437426,0.0119,1.2
54,92.58008269715955,71,21.120925275719877,27.699922966711537,67.84225463867188,4.393153650659911,0.1782,1.38
55,46.66981794454984,35,21.577155501948983,27.65921604980156,3.0729901790618896,4.328500359398978,0.0298,1.41
56,83.79832912345324,92,22.668755039168353,28.606636103473793,49.461544036865234,4.158763787020808,0.0661,1.48
57,17.12208698203151,22,22.573122831286685,28.36814445463611,-53.63722229003906,4.004713795401833,0.0167,1.49
58,61.17511772169909,35,23.227393931124183,28.56466104852627,43.57755661010742,3.8325465951647075,0.0275,1.52
59,74.01154818529216,42,24.073796502026983,29.06214555993292,73.36561584472656,4.00251639456976,0.028,1.55
60,43.1215062733699,37,24.386054039262113,28.924255443155023,-4.00784158706665,4.174982573534991,0.0316,1.58
61,71.55328348270172,45,25.146815804478884,29.298857799500606,68.73361206054688,4.1618590037028,0.0321,1.61
62,134.19207021196019,114,26.87769285856589,32.10210738721391,90.79702758789062,4.121683373785856,0.0895,1.7
63,17.70511693620365,33,26.734371359778972,31.870630911309842,-55.41787338256836,4.205239426005971,0.024,1.73
64,78.40428036559433,49,27.529293036791515,32.257588565933375,70.19020080566406,4.57609883133246,0.0353,1.76
65,65.152105459783,39,28.099335649261086,32.34049687454941,45.99774169921875,4.079790433247884,0.0267,1.79
66,94.2741647305984,51,29.087019665400447,33.08597098584654,114.93130493164062,4.281111259086459,0.0413,1.83
67,28.79821406173912,40,29.082772524170135,32.84180914071475,-47.51597213745117,4.127221316099167,0.0292,1.86
68,59.875461158128765,35,29.52904337393765,32.80999071800482,40.01594543457031,3.9234744276319233,0.0273,1.89
69,79.87850423716166,47,30.248321386269424,33.11819565095803,76.3364028930664,4.014594732446874,0.0363,1.93
70,14.66003029403145,31,30.0287679906041,32.935407159732804,-58.016597747802734,4.053496306942355,0.0243,1.95
71,93.05506402601446,51,30.904133213318133,33.527301715556966,118.4095458984375,4.367275411007451,0.0362,1.99
72,84.13131057634425,54,31.633272629249998,33.86679780303119,83.2767105102539,4.42590578397115,0.0456,2.03
73,2.889871809533707,20,31.244848293848428,33.80050734762647,-88.11502075195312,4.083239126205444,0.0182,2.05
74,66.68474981661304,50,31.717380314151953,33.81958763921518,28.444669723510742,4.168018026351929,0.041,2.09
75,70.8721902312516,70,32.23257518148222,33.89132494362938,30.85848617553711,4.179331197057452,0.0496,2.15
76,4.833692017908084,23,31.876745530007227,33.81312554504049,-89.19397735595703,4.28951995269112,0.0195,2.16
77,52.74110234406168,31,32.144237284033565,33.67757275011471,32.096744537353516,4.235164365460796,0.0262,2.19
78,84.36543072304698,49,32.80526504908437,33.969175915871496,93.71312713623047,3.9402371231390507,0.0407,2.23
79,99.17740914957024,56,33.63491685034044,34.55225821553854,109.54981994628906,4.1668380584035605,0.0408,2.27
80,70.82603648945243,42,34.09406647551466,34.58301640458593,56.28661346435547,3.8808101756232127,0.0273,2.3
81,58.20918060216885,42,34.388153233156785,34.473254692984774,32.14314651489258,4.23228364899045,0.0313,2.33
82,90.21512119887434,58,35.0607673050329,34.80207964573448,70.73835754394531,4.002256249559337,0.0492,2.38
83,64.75522477675987,37,35.414272751124884,34.74389252744956,55.4921875,4.348154325742979,0.0315,2.42
84,76.27019556402716,58,35.894930666570794,34.81871815979479,41.02327346801758,4.228105684806561,0.0456,2.46
85,51.03837050257361,30,36.07101717629176,34.6537396266085,42.57394790649414,4.55285808245341,0.0207,2.48
86,79.1349440886744,47,36.56600484195133,34.75844548291334,85.1074447631836,4.228610515594482,0.0343,2.52
87,79.9172753528006,46,37.058632915938254,34.864508183926276,76.93309783935547,4.1749708030534824,0.0338,2.55
88,85.1845306413924,49,37.59937333981976,35.037229690999396,86.25878143310547,4.205567316133148,0.038,2.59
89,130.0695257610855,79,38.62681947783383,36.165174365708964,151.21788024902344,4.217051868197284,0.0584,2.65
