episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-0.0323,1,1,-0.0323,0.0,1.0,0.023,0.02
2,-4.3112,50,0,-2.1718,2.1394,0.5,0.2598,0.28
3,-5.4281,50,0,-3.2572,2.3255,0.3333,0.2388,0.52
4,-3.7995,50,0,-3.3928,2.0276,0.25,0.2425,0.76
5,-4.2387,50,0,-3.562,1.8448,0.2,0.2506,1.01
6,-5.3908,50,0,-3.8668,1.8168,0.1667,0.2342,1.25
7,-5.1185,50,0,-4.0456,1.7381,0.1429,0.2319,1.48
8,-4.676,50,0,-4.1244,1.6392,0.125,0.2705,1.75
9,-4.8669,50,0,-4.2069,1.5629,0.1111,0.2498,2.0
10,-2.8395,50,0,-4.0702,1.5384,0.1,0.2373,2.24
11,-5.1261,50,0,-4.1662,1.4979,0.0909,0.2536,2.49
12,-5.4961,50,0,-4.277,1.4805,0.0833,0.2212,2.71
13,-0.0242,1,1,-3.9499,1.8186,0.1538,0.0108,2.72
14,-4.0618,50,0,-3.9578,1.7527,0.1429,0.2373,2.96
15,-6.7796,50,0,-4.146,1.8338,0.1333,0.2667,3.23
16,-0.6731,12,1,-3.9289,1.9645,0.1875,0.0661,3.29
17,-4.4214,50,0,-3.9579,1.9094,0.1765,0.239,3.53
18,-0.0481,1,1,-3.7407,2.0604,0.2222,0.0065,3.54
19,-2.6303,50,0,-3.6822,2.0207,0.2105,0.2535,3.79
20,-4.3427,50,0,-3.7153,1.9748,0.2,0.2367,4.03
21,-0.0344,1,1,-3.54,2.0805,0.2381,0.0085,4.04
22,-0.0469,1,1,-3.3812,2.159,0.2727,0.0048,4.04
23,-6.4606,50,0,-3.5151,2.2029,0.2609,0.2384,4.28
24,-4.9559,50,0,-3.5751,2.1757,0.25,0.2093,4.49
25,-3.5174,50,0,-3.5728,2.1318,0.24,0.2225,4.71
26,-4.975,50,0,-3.6267,2.1077,0.2308,0.2068,4.92
27,-0.0499,1,1,-3.4943,2.1758,0.2593,0.0034,4.92
28,-4.8769,50,0,-3.5436,2.1519,0.25,0.1912,5.11
29,-3.08,50,0,-3.5277,2.1162,0.2414,0.218,5.33
30,-0.041,1,1,-3.4114,2.1727,0.2667,0.0056,5.34
31,-3.977,50,0,-3.4297,2.1397,0.2581,0.2264,5.56
32,-3.0645,50,0,-3.4183,2.107,0.25,0.2074,5.77
33,-3.6544,50,0,-3.4254,2.0752,0.2424,0.2204,5.99
34,-4.7768,50,0,-3.4652,2.0572,0.2353,0.2324,6.22
35,-6.5337,50,0,-3.5528,2.091,0.2286,0.2594,6.48
36,-2.9556,50,0,-3.5363,2.0641,0.2222,0.2216,6.71
37,-0.026,1,1,-3.4414,2.1141,0.2432,0.0102,6.72
38,-5.999,50,0,-3.5087,2.1259,0.2368,0.2193,6.94
39,-0.0314,1,1,-3.4195,2.1692,0.2564,0.0049,6.94
40,-0.0402,1,1,-3.335,2.206,0.275,0.0051,6.95
41,-5.588,50,0,-3.39,2.2065,0.2683,0.2325,7.18
42,-5.3143,50,0,-3.4358,2.1997,0.2619,0.2463,7.42
43,-3.3937,50,0,-3.4348,2.174,0.2558,0.2427,7.67
44,-6.0351,50,0,-3.4939,2.1838,0.25,0.2444,7.91
45,-4.273,50,0,-3.5112,2.1624,0.2444,0.2443,8.16
46,-0.0271,1,1,-3.4355,2.1983,0.2609,0.0039,8.16
47,-4.9308,50,0,-3.4673,2.1855,0.2553,0.208,8.37
48,-8.8491,50,0,-3.5794,2.2951,0.25,0.2324,8.6
49,-6.585,50,0,-3.6408,2.311,0.2449,0.2155,8.82
50,-5.1666,50,0,-3.6713,2.2977,0.24,0.2084,9.02
51,-0.0289,1,1,-3.5999,2.3305,0.2549,0.0045,9.03
52,-5.3294,50,0,-3.6331,2.3201,0.25,0.2259,9.25
53,-5.7036,50,0,-3.6722,2.3154,0.2453,0.2546,9.51
54,-0.0248,1,1,-3.6047,2.3459,0.2593,0.0048,9.51
55,-4.6356,50,0,-3.6234,2.3286,0.2545,0.2192,9.73
56,-3.2038,50,0,-3.6159,2.3084,0.25,0.2431,9.98
57,-5.5519,50,0,-3.6499,2.3021,0.2456,0.3003,10.28
58,-4.6244,50,0,-3.6667,2.2857,0.2414,0.239,10.52
59,-5.657,50,0,-3.7004,2.2808,0.2373,0.2269,10.74
60,-4.4752,50,0,-3.7133,2.2638,0.2333,0.1885,10.93
61,-0.0326,1,1,-3.653,2.2933,0.2459,0.0093,10.94
62,-2.9708,50,0,-3.642,2.2764,0.2419,0.1993,11.14
