mass,mean_return,std_return,success_rate,episodes
1.0,-0.7045498490333557,0.8135128021240234,0.96,50
2.0,-0.4775873124599457,0.42105376720428467,1.0,50
3.0,-0.6398329734802246,0.7480157613754272,0.96,50
5.0,-0.8317262530326843,0.9567378759384155,0.94,50
8.0,-0.8335943818092346,0.6718668341636658,0.98,50
10.0,-0.9465653896331787,1.1152894496917725,0.92,50
