episode,center,delta
9400,2.3189999999999986,2.2189999999999985
9500,2.3469999999999986,2.2469999999999986
9600,2.3749999999999987,2.2749999999999986
9700,2.401999999999999,2.3019999999999987
9800,2.429999999999999,2.3299999999999987
9900,2.456999999999999,2.356999999999999
10000,2.484999999999999,2.384999999999999
10100,2.514999999999999,2.4149999999999987
10200,2.542999999999999,2.4429999999999987
10300,2.5719999999999987,2.4719999999999986
10400,2.6009999999999986,2.5009999999999986
10500,2.627999999999999,2.5279999999999987
10600,2.654999999999999,2.554999999999999
10700,2.682999999999999,2.582999999999999
10800,2.7129999999999987,2.6129999999999987
10900,2.7419999999999987,2.6419999999999986
11000,2.7679999999999985,2.6679999999999984
11100,2.7969999999999984,2.6969999999999983
11200,2.826999999999998,2.726999999999998
11300,2.855999999999998,2.755999999999998
11400,2.883999999999998,2.783999999999998
11500,2.912999999999998,2.812999999999998
11600,2.940999999999998,2.840999999999998
11700,2.965999999999998,2.865999999999998
11800,2.993999999999998,2.893999999999998
11900,3.022999999999998,2.922999999999998
12000,3.0489999999999977,2.9489999999999976
12100,3.0789999999999975,2.9789999999999974
12200,3.1069999999999975,3.0069999999999975
12300,3.1329999999999973,3.0329999999999973
12400,3.1599999999999975,3.0599999999999974
12500,3.1899999999999973,3.089999999999997
12600,3.219999999999997,3.119999999999997
12700,3.245999999999997,3.145999999999997
12800,3.2759999999999967,3.1759999999999966
12900,3.3059999999999965,3.2059999999999964
13000,3.3359999999999963,3.235999999999996
13100,3.365999999999996,3.265999999999996
13200,3.393999999999996,3.293999999999996
13300,3.422999999999996,3.322999999999996
13400,3.451999999999996,3.351999999999996
13500,3.480999999999996,3.380999999999996
13600,3.5109999999999957,3.4109999999999956
13700,3.5369999999999955,3.4369999999999954
13800,3.5669999999999953,3.466999999999995
13900,3.595999999999995,3.495999999999995
14000,3.624999999999995,3.524999999999995
14100,3.6519999999999953,3.551999999999995
14200,3.680999999999995,3.580999999999995
14300,3.710999999999995,3.610999999999995
14400,3.737999999999995,3.637999999999995
14500,3.766999999999995,3.666999999999995
14600,3.791999999999995,3.691999999999995
14700,3.8219999999999947,3.7219999999999946
14800,3.8519999999999945,3.7519999999999945
14900,3.8809999999999945,3.7809999999999944
15000,3.9109999999999943,3.810999999999994
15100,3.940999999999994,3.840999999999994
15200,3.968999999999994,3.868999999999994
15300,3.998999999999994,3.898999999999994
15400,4.027999999999994,3.927999999999994
15500,4.055999999999994,3.9559999999999937
15600,4.082999999999994,3.982999999999994
15700,4.108999999999994,4.008999999999994
15800,4.136999999999993,4.036999999999994
15900,4.164999999999993,4.064999999999993
16000,4.1929999999999925,4.092999999999993
16100,4.221999999999992,4.121999999999993
16200,4.250999999999992,4.150999999999993
16300,4.279999999999992,4.179999999999993
16400,4.308999999999992,4.2089999999999925
16500,4.337999999999992,4.237999999999992
16600,4.367999999999992,4.267999999999993
16700,4.397999999999993,4.297999999999993
16800,4.427999999999993,4.327999999999993
16900,4.455999999999992,4.355999999999993
17000,4.485999999999993,4.385999999999993
17100,4.515999999999993,4.415999999999993
17200,4.5439999999999925,4.443999999999993
17300,4.572999999999992,4.472999999999993
17400,4.601999999999992,4.501999999999993
17500,4.629999999999992,4.529999999999992
17600,4.659999999999992,4.5599999999999925
17700,4.688999999999992,4.588999999999992
17800,4.718999999999992,4.618999999999993
17900,4.747999999999992,4.647999999999993
18000,4.7779999999999925,4.677999999999993
18100,4.807999999999993,4.707999999999993
18200,4.836999999999993,4.736999999999993
18300,4.866999999999993,4.766999999999993
18400,4.893999999999993,4.793999999999993
18500,4.921999999999993,4.821999999999993
18600,4.951999999999993,4.851999999999993
18700,4.980999999999993,4.880999999999993
18800,5.009999999999993,4.909999999999993
18900,5.039999999999993,4.939999999999993
19000,5.068999999999993,4.931000000000007
19100,5.097999999999993,4.902000000000007
19200,5.127999999999993,4.872000000000007
19300,5.157999999999993,4.842000000000007
19400,5.184999999999993,4.815000000000007
19500,5.213999999999993,4.786000000000007
19600,5.2439999999999936,4.7560000000000064
19700,5.2729999999999935,4.7270000000000065
19800,5.302999999999994,4.697000000000006
19900,5.331999999999994,4.668000000000006
20000,5.3609999999999935,4.6390000000000065
20100,5.3899999999999935,4.6100000000000065
20200,5.418999999999993,4.581000000000007
20300,5.447999999999993,4.552000000000007
20400,5.475999999999993,4.524000000000007
20500,5.502999999999993,4.497000000000007
20600,5.531999999999993,4.468000000000007
20700,5.5599999999999925,4.4400000000000075
20800,5.588999999999992,4.411000000000008
20900,5.618999999999993,4.381000000000007
21000,5.648999999999993,4.351000000000007
21100,5.678999999999993,4.321000000000007
21200,5.706999999999993,4.293000000000007
21300,5.734999999999992,4.265000000000008
21400,5.763999999999992,4.236000000000008
21500,5.792999999999992,4.207000000000008
21600,5.821999999999992,4.178000000000008
21700,5.851999999999992,4.148000000000008
21800,5.880999999999992,4.119000000000008
21900,5.9109999999999925,4.0890000000000075
22000,5.939999999999992,4.060000000000008
22100,5.968999999999992,4.031000000000008
22200,5.996999999999992,4.003000000000008
22300,6.025999999999992,3.974000000000008
22400,6.053999999999991,3.9460000000000086
22500,6.082999999999991,3.9170000000000087
22600,6.111999999999991,3.888000000000009
22700,6.139999999999991,3.860000000000009
22800,6.169999999999991,3.830000000000009
22900,6.199999999999991,3.8000000000000087
23000,6.2299999999999915,3.7700000000000085
23100,6.259999999999992,3.740000000000008
23200,6.286999999999992,3.713000000000008
23300,6.316999999999992,3.683000000000008
23400,6.346999999999992,3.6530000000000076
23500,6.375999999999992,3.6240000000000077
23600,6.405999999999993,3.5940000000000074
23700,6.435999999999993,3.564000000000007
23800,6.465999999999993,3.534000000000007
23900,6.495999999999993,3.5040000000000067
24000,6.525999999999994,3.4740000000000064
24100,6.555999999999994,3.444000000000006
24200,6.584999999999994,3.4150000000000063
24300,6.613999999999994,3.3860000000000063
24400,6.643999999999994,3.356000000000006
24500,6.673999999999994,3.326000000000006
24600,6.702999999999994,3.297000000000006
24700,6.732999999999994,3.2670000000000057
24800,6.762999999999995,3.2370000000000054
24900,6.7919999999999945,3.2080000000000055
25000,6.821999999999995,3.1780000000000053
25100,6.851999999999995,3.148000000000005
25200,6.881999999999995,3.1180000000000048
25300,6.909999999999995,3.090000000000005
25400,6.939999999999995,3.060000000000005
25500,6.968999999999995,3.031000000000005
25600,6.998999999999995,3.0010000000000048
25700,7.027999999999995,2.972000000000005
25800,7.057999999999995,2.9420000000000046
25900,7.087999999999996,2.9120000000000044
26000,7.1169999999999956,2.8830000000000044
26100,7.144999999999995,2.855000000000005
26200,7.171999999999995,2.8280000000000047
26300,7.2019999999999955,2.7980000000000045
26400,7.230999999999995,2.7690000000000046
26500,7.260999999999996,2.7390000000000043
26600,7.290999999999996,2.709000000000004
26700,7.319999999999996,2.680000000000004
26800,7.348999999999996,2.6510000000000042
26900,7.377999999999996,2.6220000000000043
27000,7.407999999999996,2.592000000000004
27100,7.437999999999996,2.562000000000004
27200,7.467999999999996,2.5320000000000036
27300,7.497999999999997,2.5020000000000033
27400,7.527999999999997,2.472000000000003
27500,7.557999999999997,2.442000000000003
27600,7.585999999999997,2.4140000000000033
27700,7.615999999999997,2.384000000000003
27800,7.644999999999997,2.355000000000003
27900,7.673999999999997,2.326000000000003
28000,7.703999999999997,2.296000000000003
28100,7.733999999999997,2.2660000000000027
28200,7.761999999999997,2.238000000000003
28300,7.790999999999997,2.209000000000003
28400,7.820999999999997,2.179000000000003
28500,7.850999999999997,2.1490000000000027
28600,7.880999999999998,2.1190000000000024
28700,7.910999999999998,2.089000000000002
28800,7.940999999999998,2.059000000000002
28900,7.970999999999998,2.0290000000000017
29000,8.000999999999998,1.9990000000000023
29100,8.029999999999998,1.9700000000000024
29200,8.059999999999997,1.940000000000003
29300,8.089999999999996,1.9100000000000037
29400,8.119999999999996,1.8800000000000043
29500,8.149999999999995,1.850000000000005
29600,8.179999999999994,1.8200000000000056
29700,8.208999999999994,1.7910000000000057
29800,8.237999999999994,1.7620000000000058
29900,8.267999999999994,1.7320000000000064
30000,8.297999999999993,1.702000000000007
30100,8.326999999999993,1.6730000000000071
30200,8.356999999999992,1.6430000000000078
30300,8.385999999999992,1.6140000000000079
30400,8.415999999999991,1.5840000000000085
30500,8.44599999999999,1.5540000000000092
30600,8.47599999999999,1.5240000000000098
30700,8.50599999999999,1.4940000000000104
30800,8.535999999999989,1.464000000000011
30900,8.565999999999988,1.4340000000000117
31000,8.594999999999988,1.4050000000000118
31100,8.623999999999988,1.3760000000000119
31200,8.653999999999987,1.3460000000000125
31300,8.682999999999987,1.3170000000000126
31400,8.711999999999987,1.2880000000000127
31500,8.741999999999987,1.2580000000000133
31600,8.771999999999986,1.228000000000014
31700,8.801999999999985,1.1980000000000146
31800,8.830999999999985,1.1690000000000147
31900,8.860999999999985,1.1390000000000153
32000,8.889999999999985,1.1100000000000154
32100,8.918999999999984,1.0810000000000155
32200,8.948999999999984,1.0510000000000161
32300,8.978999999999983,1.0210000000000168
32400,9.007999999999983,0.9920000000000169
32500,9.037999999999982,0.9620000000000175
32600,9.067999999999982,0.9320000000000181
32700,9.097999999999981,0.9020000000000188
32800,9.12799999999998,0.8720000000000194
32900,9.15799999999998,0.8420000000000201
33000,9.18799999999998,0.8120000000000207
33100,9.217999999999979,0.7820000000000213
33200,9.247999999999978,0.752000000000022
33300,9.276999999999978,0.7230000000000221
33400,9.306999999999977,0.6930000000000227
33500,9.336999999999977,0.6630000000000233
33600,9.366999999999976,0.633000000000024
33700,9.395999999999976,0.6040000000000241
33800,9.424999999999976,0.5750000000000242
33900,9.453999999999976,0.5460000000000242
34000,9.483999999999975,0.5160000000000249
34100,9.5,0.5
34200,9.5,0.5
34300,9.5,0.5
34400,9.5,0.5
34500,9.5,0.5
34600,9.5,0.5
34700,9.5,0.5
34800,9.5,0.5
34900,9.5,0.5
35000,9.5,0.5
35100,9.5,0.5
35200,9.5,0.5
35300,9.5,0.5
35400,9.5,0.5
35500,9.5,0.5
35600,9.5,0.5
35700,9.5,0.5
35800,9.5,0.5
35900,9.5,0.5
36000,9.5,0.5
36100,9.5,0.5
36200,9.5,0.5
36300,9.5,0.5
36400,9.5,0.5
36500,9.5,0.5
36600,9.5,0.5
36700,9.5,0.5
36800,9.5,0.5
36900,9.5,0.5
37000,9.5,0.5
37100,9.5,0.5
37200,9.5,0.5
37300,9.5,0.5
37400,9.5,0.5
37500,9.5,0.5
37600,9.5,0.5
37700,9.5,0.5
37800,9.5,0.5
37900,9.5,0.5
38000,9.5,0.5
38100,9.5,0.5
38200,9.5,0.5
38300,9.5,0.5
38400,9.5,0.5
38500,9.5,0.5
38600,9.5,0.5
38700,9.5,0.5
38800,9.5,0.5
38900,9.5,0.5
39000,9.5,0.5
39100,9.5,0.5
39200,9.5,0.5
39300,9.5,0.5
39400,9.5,0.5
39500,9.5,0.5
39600,9.5,0.5
39700,9.5,0.5
39800,9.5,0.5
39900,9.5,0.5
40000,9.5,0.5
40100,9.5,0.5
40200,9.5,0.5
40300,9.5,0.5
40400,9.5,0.5
40500,9.5,0.5
40600,9.5,0.5
40700,9.5,0.5
40800,9.5,0.5
40900,9.5,0.5
41000,9.5,0.5
41100,9.5,0.5
41200,9.5,0.5
41300,9.5,0.5
41400,9.5,0.5
41500,9.5,0.5
41600,9.5,0.5
41700,9.5,0.5
41800,9.5,0.5
41900,9.5,0.5
42000,9.5,0.5
42100,9.5,0.5
42200,9.5,0.5
42300,9.5,0.5
42400,9.5,0.5
42500,9.5,0.5
42600,9.5,0.5
42700,9.5,0.5
42800,9.5,0.5
42900,9.5,0.5
43000,9.5,0.5
43100,9.5,0.5
43200,9.5,0.5
43300,9.5,0.5
43400,9.5,0.5
43500,9.5,0.5
43600,9.5,0.5
43700,9.5,0.5
43800,9.5,0.5
43900,9.5,0.5
44000,9.5,0.5
44100,9.5,0.5
44200,9.5,0.5
44300,9.5,0.5
44400,9.5,0.5
44500,9.5,0.5
44600,9.5,0.5
44700,9.5,0.5
44800,9.5,0.5
44900,9.5,0.5
45000,9.5,0.5
45100,9.5,0.5
45200,9.5,0.5
45300,9.5,0.5
45400,9.5,0.5
45500,9.5,0.5
45600,9.5,0.5
45700,9.5,0.5
45800,9.5,0.5
45900,9.5,0.5
46000,9.5,0.5
46100,9.5,0.5
46200,9.5,0.5
46300,9.5,0.5
46400,9.5,0.5
46500,9.5,0.5
46600,9.5,0.5
46700,9.5,0.5
46800,9.5,0.5
46900,9.5,0.5
47000,9.5,0.5
47100,9.5,0.5
47200,9.5,0.5
47300,9.5,0.5
47400,9.5,0.5
47500,9.5,0.5
47600,9.5,0.5
47700,9.5,0.5
47800,9.5,0.5
47900,9.5,0.5
48000,9.5,0.5
48100,9.5,0.5
48200,9.5,0.5
48300,9.5,0.5
48400,9.5,0.5
48500,9.5,0.5
48600,9.5,0.5
48700,9.5,0.5
48800,9.5,0.5
48900,9.5,0.5
49000,9.5,0.5
49100,9.5,0.5
49200,9.5,0.5
49300,9.5,0.5
49400,9.5,0.5
49500,9.5,0.5
49600,9.5,0.5
49700,9.5,0.5
49800,9.5,0.5
49900,9.5,0.5
50000,9.5,0.5
50100,9.5,0.5
50200,9.5,0.5
50300,9.5,0.5
50400,9.5,0.5
50500,9.5,0.5
50600,9.5,0.5
50700,9.5,0.5
50800,9.5,0.5
50900,9.5,0.5
51000,9.5,0.5
51100,9.5,0.5
51200,9.5,0.5
51300,9.5,0.5
51400,9.5,0.5
51500,9.5,0.5
51600,9.5,0.5
51700,9.5,0.5
51800,9.5,0.5
51900,9.5,0.5
52000,9.5,0.5
52100,9.5,0.5
52200,9.5,0.5
52300,9.5,0.5
52400,9.5,0.5
52500,9.5,0.5
52600,9.5,0.5
52700,9.5,0.5
52800,9.5,0.5
52900,9.5,0.5
53000,9.5,0.5
53100,9.5,0.5
53200,9.5,0.5
53300,9.5,0.5
53400,9.5,0.5
53500,9.5,0.5
53600,9.5,0.5
53700,9.5,0.5
53800,9.5,0.5
53900,9.5,0.5
54000,9.5,0.5
54100,9.5,0.5
54200,9.5,0.5
54300,9.5,0.5
54400,9.5,0.5
54500,9.5,0.5
54600,9.5,0.5
54700,9.5,0.5
54800,9.5,0.5
54900,9.5,0.5
55000,9.5,0.5
55100,9.5,0.5
55200,9.5,0.5
55300,9.5,0.5
55400,9.5,0.5
55500,9.5,0.5
55600,9.5,0.5
55700,9.5,0.5
55800,9.5,0.5
55900,9.5,0.5
56000,9.5,0.5
56100,9.5,0.5
56200,9.5,0.5
56300,9.5,0.5
56400,9.5,0.5
56500,9.5,0.5
56600,9.5,0.5
56700,9.5,0.5
56800,9.5,0.5
56900,9.5,0.5
