episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-0.0323,1,1,-0.0323,0.0,1.0,0.0075,0.01
2,-4.3112,50,0,-2.1718,2.1394,0.5,0.1254,0.13
3,-5.4281,50,0,-3.2572,2.3255,0.3333,0.1138,0.25
4,-3.7995,50,0,-3.3928,2.0276,0.25,0.1154,0.36
5,-4.9889,50,0,-3.712,1.9226,0.2,0.1123,0.47
6,-5.3908,50,0,-3.9918,1.8633,0.1667,0.1133,0.59
7,-5.1185,50,0,-4.1528,1.7696,0.1429,0.1087,0.7
8,-4.676,50,0,-4.2182,1.6643,0.125,0.1149,0.81
9,-4.8669,50,0,-4.2903,1.5823,0.1111,0.1071,0.92
10,-2.8395,50,0,-4.1452,1.5629,0.1,0.1153,1.03
11,-5.1869,50,0,-4.2399,1.52,0.0909,0.1218,1.16
12,-5.4965,50,0,-4.3446,1.4961,0.0833,0.1085,1.26
13,-0.0242,1,1,-4.0123,1.8416,0.1538,0.0057,1.27
14,-4.0625,50,0,-4.0159,1.7747,0.1429,0.1154,1.38
15,-6.7796,50,0,-4.2001,1.8479,0.1333,0.1086,1.49
16,-0.673,12,1,-3.9797,1.9825,0.1875,0.0351,1.53
17,-4.421,50,0,-4.0056,1.9261,0.1765,0.1066,1.64
18,-0.0481,1,1,-3.7858,2.0798,0.2222,0.0027,1.64
19,-2.6306,50,0,-3.725,2.0407,0.2105,0.1158,1.75
20,-4.2773,50,0,-3.7526,1.9927,0.2,0.107,1.86
21,-0.0344,1,1,-3.5755,2.0997,0.2381,0.0053,1.87
22,-0.0469,1,1,-3.4151,2.1791,0.2727,0.0022,1.87
23,-6.4606,50,0,-3.5475,2.2199,0.2609,0.1087,1.98
24,-4.9559,50,0,-3.6062,2.1913,0.25,0.102,2.08
25,-3.5174,50,0,-3.6027,2.1471,0.24,0.1172,2.2
26,-5.1052,50,0,-3.6605,2.1251,0.2308,0.1025,2.3
27,-0.0499,1,1,-3.5267,2.194,0.2593,0.0022,2.3
28,-4.8255,50,0,-3.5731,2.1679,0.25,0.1033,2.4
29,-3.0792,50,0,-3.5561,2.1321,0.2414,0.1052,2.51
30,-0.041,1,1,-3.4389,2.1892,0.2667,0.0048,2.51
31,-3.976,50,0,-3.4563,2.1557,0.2581,0.1078,2.62
32,-3.0621,50,0,-3.4439,2.1228,0.25,0.1075,2.73
33,-3.6533,50,0,-3.4503,2.0907,0.2424,0.1124,2.84
34,-4.6606,50,0,-3.4859,2.0699,0.2353,0.116,2.96
35,-6.5337,50,0,-3.573,2.1023,0.2286,0.1061,3.06
