episode,reward,length,avg_reward_100,std_reward_100,policy_loss,entropy,episode_time_s,cumulative_time_s
0,7.240112414243679,16,7.240112414243679,0.0,9.712058067321777,3.766253188252449,0.0176,0.02
1,11.805422213469859,13,9.522767313856768,2.2826548996130898,24.35024642944336,4.174842229256263,0.0144,0.03
2,34.27691440103896,25,17.774149676250833,11.81711882713693,88.05253601074219,4.490337495803833,0.029,0.06
3,8.07013641693073,9,15.348146361420806,11.06298780988682,18.03504180908203,3.9787480566236706,0.0109,0.07
4,5.120365187124447,9,13.302590126561535,10.707425491930826,9.456785202026367,4.793766684002346,0.0112,0.09
5,6.333784466882598,17,12.141122516615047,10.113646009187246,5.60033655166626,4.0216692195219155,0.0211,0.12
6,14.208911152818162,14,12.43652089321549,9.391332949911227,30.99298667907715,4.177953941481454,0.0161,0.13
7,6.598347490410898,15,11.706749217864918,8.994468280064428,9.555177688598633,4.586154890060425,0.0185,0.15
8,10.463211367077982,12,11.568578345555258,8.489066450476347,21.306230545043945,4.222684800624847,0.0144,0.17
9,15.279952493034102,16,11.939715760303141,8.130037583318694,32.11209487915039,4.140522852540016,0.0177,0.19
10,14.171131011574106,21,12.142571692236867,7.7781843479931485,29.288667678833008,4.144137405213856,0.0237,0.21
11,9.043590794387685,12,11.884323284082768,7.4961381445519795,15.5922269821167,3.9278977711995444,0.014,0.23
12,9.021290496163406,11,11.664089992704355,7.242351225720191,16.933778762817383,3.8987984657287598,0.0136,0.24
13,6.906771473555477,8,11.324281527050863,7.0856342038108515,16.051050186157227,4.10762232542038,0.0095,0.25
14,97.5130575702357,67,17.070199929929853,22.562739801742634,162.95245361328125,4.233470222843227,0.0796,0.33
15,22.933905136698492,20,17.436681505352894,21.892339569537523,49.63159942626953,4.160798871517182,0.0237,0.35
16,9.272572603210476,16,16.956439805226868,21.325384539493932,19.649866104125977,4.24607053399086,0.0191,0.37
17,32.63363114233812,24,17.827394879510827,21.033365869954622,82.19913482666016,4.522523830334346,0.0289,0.4
18,11.228125980418769,11,17.48006493745335,20.52534102937003,24.464258193969727,3.901938113299283,0.0141,0.42
19,21.06869346456958,22,17.65949636380916,20.02091057499287,43.72274398803711,4.047738476233049,0.025,0.44
20,24.67199459875326,21,17.993424851187452,19.595396281007265,52.2430534362793,3.900292771203177,0.0238,0.47
21,5.781182769903177,19,17.438322938401804,19.31312610790574,3.3420214653015137,4.132918771944548,0.0229,0.49
22,7.080618589625875,12,16.987987966715895,19.006346862354626,15.506710052490234,4.914761861165364,0.016,0.51
23,44.42319469625956,27,18.131121580446877,19.397032145708703,113.63751983642578,4.6046571643264205,0.0339,0.54
24,6.878139957280024,11,17.681002315520203,19.13263281106355,12.091409683227539,4.097259543158791,0.0142,0.56
