episode,reward,length,avg_reward_100,std_reward_100,policy_loss,entropy,episode_time_s,cumulative_time_s
0,7.99010911468057,12,7.99010911468057,0.0,14.788326263427734,4.926271001497905,0.0147,0.01
1,18.61704203170831,18,13.30357557319444,5.313466458513869,37.95909118652344,4.208514041370815,0.0231,0.04
2,6.029451337036587,9,10.878867494475154,5.529951995377633,9.571352005004883,3.8599359724256725,0.0118,0.05
3,11.779494145966401,14,11.104024157347967,4.804931151628904,22.53041648864746,4.426081010273525,0.0194,0.07
4,5.734978762283549,10,10.030215078335083,4.804389081891379,10.248579978942871,3.905639815330505,0.0132,0.09
5,8.000664251946441,11,9.691956607270308,4.450530605976434,14.971665382385254,3.992922219363126,0.0134,0.1
6,9.400978812191143,13,9.650388350830427,4.121648572494519,13.459232330322266,3.677214347399198,0.0168,0.12
7,14.703006056835553,16,10.28196556408107,4.201989650134203,32.85187530517578,4.457498267292976,0.0216,0.14
8,22.109316610175643,21,11.5961156803138,5.432382883886465,48.66356658935547,4.585108688899449,0.0256,0.17
9,8.272500426209774,11,11.263754154903397,5.2491792758093645,14.345788955688477,3.695447098125111,0.0133,0.18
10,9.570012911416223,13,11.109777678222745,5.028525843865665,16.256845474243164,4.267531413298387,0.0152,0.2
11,19.723420278887588,18,11.827581228278149,5.370899438959583,40.238285064697266,4.128600623872545,0.0219,0.22
12,5.727952879020985,9,11.358379047566059,5.410120405862256,9.019617080688477,3.831138637330797,0.0134,0.23
13,4.745707136667583,8,10.88604533964474,5.484434327096597,7.463272571563721,4.748486131429672,0.0127,0.25
14,26.039740415792277,24,11.896291678054576,6.508618839314006,47.14815139770508,3.9987933238347373,0.033,0.28
15,15.384432210285027,17,12.11430046131898,6.358254806899651,26.614856719970703,3.87057357675889,0.0214,0.3
16,11.006392292033935,13,12.049129392537505,6.173919167059144,22.039432525634766,4.4288940613086405,0.0174,0.32
17,3.0572010535531713,7,11.549577818149487,6.343660734581022,4.6226582527160645,4.046325445175171,0.0096,0.33
18,6.632787234045921,11,11.290799366354562,6.2713174871630555,10.704894065856934,4.331584843722257,0.0137,0.35
19,6.447114117116706,9,11.048615103892669,6.2030124130342745,11.768237113952637,4.123142268922594,0.0123,0.36
20,15.570156945973043,17,11.263926620182211,6.129623854399319,28.549623489379883,4.0532405797173,0.0214,0.38
21,10.62941751867326,14,11.23508529738635,5.990152381742618,22.74309730529785,4.2804625034332275,0.0171,0.4
22,17.809183043727813,17,11.520915634183805,6.009926740667601,34.688446044921875,4.039579994538251,0.0227,0.42
23,6.719292753071742,11,11.320848014137468,5.961113500144915,11.713888168334961,4.042122775858099,0.0135,0.44
24,13.273374254139696,17,11.398949063737557,5.853193467664709,25.751659393310547,4.472318845636704,0.0217,0.46
25,10.711165184445827,14,11.372495837610952,5.741052224682902,27.7383975982666,4.998055934906006,0.0182,0.48
26,4.251771875853335,7,11.108765320508816,5.7920074378946325,8.88601303100586,4.483476400375366,0.0098,0.49
27,22.94937043949689,21,11.53164407475839,6.09733912567737,43.32682418823242,4.088625817071824,0.0259,0.51
28,20.705583399736717,19,11.847986810102471,6.220739221116259,40.24061965942383,3.8668720596715023,0.0228,0.54
29,54.34642039517126,35,13.264601262938097,9.777769444343136,107.81226348876953,4.16143046106611,0.0439,0.58
30,6.124686259508392,12,13.034281424117784,9.701142568865906,8.05892562866211,4.68793652455012,0.0163,0.6
31,13.219038199721865,17,13.040055073355413,9.548413234882675,22.458433151245117,4.052607999128454,0.0233,0.62
32,57.23761384271328,36,14.379375036063228,12.075193427321748,112.66799926757812,4.100824276606242,0.0495,0.67
