episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-0.0323,1,1,-0.0323,0.0,1.0,0.0151,0.02
2,-4.3112,50,0,-2.1718,2.1394,0.5,0.0987,0.11
3,-5.4281,50,0,-3.2572,2.3255,0.3333,0.0885,0.2
4,-3.7995,50,0,-3.3928,2.0276,0.25,0.0736,0.28
5,-5.4624,50,0,-3.8067,1.9935,0.2,0.079,0.35
6,-5.3908,50,0,-4.0707,1.9132,0.1667,0.1139,0.47
7,-5.1185,50,0,-4.2204,1.8088,0.1429,0.0773,0.55
8,-4.676,50,0,-4.2774,1.6987,0.125,0.0989,0.64
9,-4.8669,50,0,-4.3429,1.6122,0.1111,0.0932,0.74
10,-2.8395,50,0,-4.1925,1.5946,0.1,0.0799,0.82
11,-5.292,50,0,-4.2925,1.5529,0.0909,0.0826,0.9
12,-5.4959,50,0,-4.3928,1.5235,0.0833,0.0786,0.98
13,-0.0242,1,1,-4.0567,1.8702,0.1538,0.0037,0.98
14,-4.0625,50,0,-4.0571,1.8022,0.1429,0.0757,1.06
15,-6.7796,50,0,-4.2386,1.8688,0.1333,0.1237,1.18
16,-0.6156,11,1,-4.0122,2.0108,0.1875,0.0188,1.2
17,-4.4213,50,0,-4.0363,1.9531,0.1765,0.1002,1.3
18,-0.0481,1,1,-3.8147,2.1065,0.2222,0.0022,1.3
19,-1.3596,26,1,-3.6855,2.1224,0.2632,0.0372,1.34
20,-6.6816,50,0,-3.8353,2.1692,0.25,0.0761,1.42
21,-0.0344,1,1,-3.6543,2.2664,0.2857,0.0032,1.42
22,-0.0469,1,1,-3.4903,2.3383,0.3182,0.0016,1.42
23,-6.4605,50,0,-3.6195,2.3658,0.3043,0.0805,1.5
24,-9.5045,50,0,-3.8647,2.5974,0.2917,0.0881,1.59
25,-4.0929,50,0,-3.8738,2.5454,0.28,0.1102,1.7
26,-4.9903,50,0,-3.9167,2.5051,0.2692,0.0882,1.79
27,-0.0499,1,1,-3.7735,2.5645,0.2963,0.0014,1.79
28,-4.6469,50,0,-3.8047,2.5235,0.2857,0.0893,1.88
