episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-3.8274,50,0,-3.8274,0.0,0.0,0.2037,0.2
2,-0.045,1,1,-1.9362,1.8912,0.5,0.0048,0.21
3,-0.048,1,1,-1.3068,1.7823,0.6667,0.0043,0.21
4,-4.9649,50,0,-2.2213,2.2117,0.5,0.1859,0.4
5,-6.1491,50,0,-3.0069,2.5262,0.4,0.1934,0.59
6,-5.324,50,0,-3.3931,2.4624,0.3333,0.1739,0.77
7,-3.1769,50,0,-3.3622,2.281,0.2857,0.1725,0.94
8,-2.8895,50,0,-3.3031,2.1394,0.25,0.162,1.1
9,-3.3252,50,0,-3.3056,2.0171,0.2222,0.1477,1.25
10,-12.2994,50,0,-4.2049,3.3078,0.2,0.1759,1.42
11,-3.9904,50,0,-4.1854,3.1545,0.1818,0.2113,1.64
12,-3.2244,50,0,-4.1054,3.0319,0.1667,0.1524,1.79
13,-2.5329,50,0,-3.9844,2.9429,0.1538,0.2109,2.0
14,-5.8207,50,0,-4.1156,2.875,0.1429,0.1617,2.16
15,-5.9858,50,0,-4.2402,2.8164,0.1333,0.1532,2.31
16,-3.9452,50,0,-4.2218,2.7279,0.125,0.168,2.48
17,-9.2779,50,0,-4.5192,2.9016,0.1176,0.1544,2.64
18,-5.8067,50,0,-4.5907,2.8352,0.1111,0.1396,2.78
19,-3.2817,50,0,-4.5219,2.775,0.1053,0.172,2.95
20,-3.742,50,0,-4.4829,2.7101,0.1,0.1554,3.1
21,-8.2662,50,0,-4.663,2.7648,0.0952,0.1877,3.29
22,-4.1601,50,0,-4.6402,2.7033,0.0909,0.1728,3.46
23,-6.7086,50,0,-4.7301,2.6773,0.087,0.1683,3.63
24,-4.4083,50,0,-4.7167,2.6217,0.0833,0.1793,3.81
25,-4.5937,50,0,-4.7118,2.5688,0.08,0.1566,3.97
26,-9.5921,50,0,-4.8995,2.6881,0.0769,0.1739,4.14
27,-12.733,50,0,-5.1896,3.0244,0.0741,0.171,4.31
28,-3.3349,50,0,-5.1234,2.9898,0.0714,0.1471,4.46
29,-4.0633,50,0,-5.0868,2.9441,0.069,0.1904,4.65
30,-8.8651,50,0,-5.2128,2.973,0.0667,0.1778,4.83
31,-5.2853,50,0,-5.2151,2.9247,0.0645,0.1853,5.01
32,-3.7375,50,0,-5.1689,2.8901,0.0625,0.1467,5.16
33,-2.945,50,0,-5.1015,2.8714,0.0606,0.1454,5.3
34,-1.4116,15,1,-4.993,2.8968,0.0882,0.0529,5.36
35,-5.1576,50,0,-4.9977,2.8552,0.0857,0.1424,5.5
36,-0.0135,1,1,-4.8592,2.932,0.1111,0.0028,5.5
37,-5.2278,50,0,-4.8692,2.8927,0.1081,0.1611,5.66
38,-5.9423,50,0,-4.8975,2.8596,0.1053,0.1578,5.82
39,-6.8431,50,0,-4.9473,2.8394,0.1026,0.1807,6.0
40,-0.0414,1,1,-4.8247,2.9064,0.125,0.0038,6.01
41,-7.4163,50,0,-4.8879,2.8984,0.122,0.1526,6.16
42,-3.0258,50,0,-4.8436,2.8778,0.119,0.1667,6.33
43,-5.5731,50,0,-4.8605,2.8462,0.1163,0.139,6.46
44,-3.988,50,0,-4.8407,2.8167,0.1136,0.1596,6.62
45,-0.04,1,1,-4.734,2.8737,0.1333,0.0063,6.63
46,-5.3659,50,0,-4.7478,2.8438,0.1304,0.1819,6.81
47,-0.0342,1,1,-4.6475,2.8944,0.1489,0.0045,6.82
48,-2.7868,50,0,-4.6087,2.8764,0.1458,0.165,6.98
49,-0.0346,1,1,-4.5154,2.9195,0.1633,0.0064,6.99
50,-3.3812,50,0,-4.4927,2.8945,0.16,0.1621,7.15
51,-6.8983,50,0,-4.5398,2.8853,0.1569,0.1705,7.32
52,-4.1155,50,0,-4.5317,2.858,0.1538,0.1467,7.47
53,-3.1601,50,0,-4.5058,2.8371,0.1509,0.1825,7.65
54,-2.88,50,0,-4.4757,2.8192,0.1481,0.1925,7.84
55,-4.6905,50,0,-4.4796,2.7936,0.1455,0.1657,8.01
56,-4.8345,50,0,-4.4859,2.769,0.1429,0.1452,8.15
57,-0.0499,1,1,-4.4081,2.8057,0.1579,0.0075,8.16
58,-4.0489,50,0,-4.4019,2.7818,0.1552,0.1649,8.33
59,-4.8202,50,0,-4.409,2.7586,0.1525,0.1665,8.49
60,-7.9687,50,0,-4.4683,2.7733,0.15,0.1583,8.65
61,-4.2938,50,0,-4.4655,2.7505,0.1475,0.1614,8.81
