episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-0.0323,1,1,-0.0323,0.0,1.0,0.0062,0.01
2,-4.3112,50,0,-2.1718,2.1394,0.5,0.1138,0.12
3,-5.4281,50,0,-3.2572,2.3255,0.3333,0.105,0.23
4,-3.7995,50,0,-3.3928,2.0276,0.25,0.1072,0.33
5,-5.439,50,0,-3.802,1.9897,0.2,0.1083,0.44
6,-5.3908,50,0,-4.0668,1.9104,0.1667,0.1031,0.54
7,-5.1185,50,0,-4.2171,1.8066,0.1429,0.1027,0.65
8,-4.676,50,0,-4.2744,1.6967,0.125,0.1049,0.75
9,-4.8669,50,0,-4.3403,1.6104,0.1111,0.1009,0.85
10,-2.8395,50,0,-4.1902,1.5928,0.1,0.1098,0.96
11,-5.3092,50,0,-4.2919,1.5523,0.0909,0.1167,1.08
12,-5.4965,50,0,-4.3923,1.5231,0.0833,0.1035,1.18
13,-0.0242,1,1,-4.0563,1.8698,0.1538,0.005,1.19
14,-4.0625,50,0,-4.0567,1.8018,0.1429,0.1079,1.3
15,-6.7796,50,0,-4.2383,1.8685,0.1333,0.1047,1.4
16,-0.6153,11,1,-4.0118,2.0105,0.1875,0.0262,1.43
17,-4.4188,50,0,-4.0358,1.9528,0.1765,0.0972,1.52
18,-0.0481,1,1,-3.8142,2.1062,0.2222,0.002,1.53
19,-1.3097,25,1,-3.6824,2.1249,0.2632,0.0516,1.58
20,-4.9449,50,0,-3.7455,2.0893,0.25,0.1031,1.68
21,-0.0344,1,1,-3.5688,2.1868,0.2857,0.0047,1.68
22,-0.0469,1,1,-3.4087,2.2589,0.3182,0.0021,1.69
23,-6.4603,50,0,-3.5414,2.2953,0.3043,0.0958,1.78
24,-8.1359,50,0,-3.7328,2.4273,0.2917,0.103,1.89
25,-3.6447,50,0,-3.7293,2.3783,0.28,0.101,1.99
26,-4.989,50,0,-3.7778,2.3447,0.2692,0.1052,2.09
27,-0.0499,1,1,-3.6397,2.4061,0.2963,0.002,2.09
28,-4.6471,50,0,-3.6757,2.3701,0.2857,0.092,2.19
29,-3.0789,50,0,-3.6551,2.3315,0.2759,0.0933,2.28
30,-0.041,1,1,-3.5346,2.3823,0.3,0.002,2.28
31,-3.976,50,0,-3.5489,2.3449,0.2903,0.0975,2.38
32,-3.0623,50,0,-3.5337,2.3095,0.2812,0.0994,2.48
33,-3.9496,50,0,-3.5463,2.2754,0.2727,0.1007,2.58
34,-3.5325,50,0,-3.5459,2.2416,0.2647,0.106,2.68
35,-6.5344,50,0,-3.6312,2.2648,0.2571,0.0943,2.78
36,-14.924,50,0,-3.9449,2.9036,0.25,0.0954,2.87
37,-0.026,1,1,-3.839,2.9337,0.2703,0.0045,2.88
38,-4.1606,50,0,-3.8475,2.8953,0.2632,0.0974,2.98
39,-0.0314,1,1,-3.7496,2.9209,0.2821,0.002,2.98
40,-0.0402,1,1,-3.6569,2.9418,0.3,0.0019,2.98
41,-5.587,50,0,-3.704,2.9209,0.2927,0.0977,3.08
42,-5.6881,50,0,-3.7512,2.9017,0.2857,0.0959,3.17
43,-4.8168,50,0,-3.776,2.8723,0.2791,0.0984,3.27
44,-2.9109,50,0,-3.7563,2.8424,0.2727,0.0968,3.37
45,-4.271,50,0,-3.7678,2.8116,0.2667,0.0978,3.47
46,-0.0271,1,1,-3.6865,2.8339,0.2826,0.002,3.47
47,-4.9317,50,0,-3.7129,2.8093,0.2766,0.0915,3.56
48,-4.5754,50,0,-3.7309,2.7826,0.2708,0.0983,3.66
49,-6.5788,50,0,-3.789,2.7834,0.2653,0.0971,3.76
50,-5.0777,50,0,-3.8148,2.7613,0.26,0.0909,3.85
51,-0.0289,1,1,-3.7406,2.784,0.2745,0.0023,3.85
52,-12.2817,50,0,-3.9048,2.9963,0.2692,0.0955,3.94
53,-5.7069,50,0,-3.9388,2.978,0.2642,0.0987,4.04
54,-0.0249,1,1,-3.8663,2.9971,0.2778,0.0024,4.05
55,-4.6361,50,0,-3.8803,2.9715,0.2727,0.0981,4.14
