episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-6.0055,50,0,-6.0055,0.0,0.0,0.1278,0.13
2,-0.045,1,1,-3.0253,2.9802,0.5,0.0031,0.13
3,-0.048,1,1,-2.0328,2.8091,0.6667,0.0031,0.13
4,-4.9638,50,0,-2.7656,2.7439,0.5,0.1261,0.26
5,-4.7493,50,0,-3.1623,2.5793,0.4,0.1163,0.38
6,-4.4878,50,0,-3.3832,2.4058,0.3333,0.1076,0.48
7,-3.1757,50,0,-3.3536,2.2285,0.2857,0.1035,0.59
8,-2.8874,50,0,-3.2953,2.0903,0.25,0.1179,0.71
9,-3.3254,50,0,-3.2987,1.9708,0.2222,0.0888,0.79
10,-5.6406,50,0,-3.5329,1.9973,0.2,0.1039,0.9
11,-15.0263,50,0,-4.5777,3.8136,0.1818,0.1052,1.0
12,-3.5744,50,0,-4.4941,3.6618,0.1667,0.1001,1.1
13,-2.5328,50,0,-4.3432,3.5567,0.1538,0.1051,1.21
14,-4.7974,50,0,-4.3757,3.4294,0.1429,0.1038,1.31
15,-4.7205,50,0,-4.3987,3.3142,0.1333,0.1021,1.41
16,-3.9436,50,0,-4.3702,3.2108,0.125,0.1006,1.51
17,-5.7647,50,0,-4.4523,3.1322,0.1176,0.119,1.63
18,-5.8065,50,0,-4.5275,3.0597,0.1111,0.1007,1.73
19,-3.7738,50,0,-4.4878,2.9829,0.1053,0.1025,1.84
20,-3.7393,50,0,-4.4504,2.9119,0.1,0.0906,1.93
21,-5.3987,50,0,-4.4955,2.8489,0.0952,0.0961,2.02
22,-6.4994,50,0,-4.5866,2.8145,0.0909,0.1042,2.13
23,-6.7119,50,0,-4.679,2.7866,0.087,0.1043,2.23
24,-3.5788,50,0,-4.6332,2.7367,0.0833,0.0906,2.32
25,-4.1445,50,0,-4.6136,2.6832,0.08,0.0875,2.41
26,-4.5439,50,0,-4.611,2.6311,0.0769,0.1158,2.53
27,-5.0868,50,0,-4.6286,2.5835,0.0741,0.114,2.64
28,-3.3343,50,0,-4.5824,2.5483,0.0714,0.1016,2.74
29,-4.0631,50,0,-4.5645,2.5057,0.069,0.0987,2.84
30,-2.6135,50,0,-4.4994,2.4884,0.0667,0.1033,2.94
31,-4.9321,50,0,-4.5134,2.4491,0.0645,0.0985,3.04
32,-3.7385,50,0,-4.4892,2.4143,0.0625,0.095,3.14
33,-2.9467,50,0,-4.4424,2.3921,0.0606,0.1171,3.25
34,-5.2595,50,0,-4.4665,2.3607,0.0588,0.1009,3.36
35,-4.9621,50,0,-4.4806,2.3282,0.0571,0.1001,3.46
36,-0.0135,1,1,-4.3565,2.4102,0.0833,0.0023,3.46
37,-5.2278,50,0,-4.3801,2.3816,0.0811,0.1062,3.56
