episode,reward,length,is_success,avg_reward_100,std_reward_100,success_rate_100,episode_time_s,cumulative_time_s
1,-6.612,50,0,-6.612,0.0,0.0,0.2084,0.21
2,-5.2881,50,0,-5.95,0.662,0.0,0.1378,0.35
3,-6.7417,50,0,-6.2139,0.6568,0.0,0.1551,0.5
4,-0.0277,1,1,-4.6674,2.7385,0.25,0.0066,0.51
5,-3.5338,50,0,-4.4407,2.491,0.2,0.1689,0.68
6,-2.7825,50,0,-4.1643,2.3564,0.1667,0.2647,0.94
7,-3.5319,50,0,-4.074,2.1928,0.1429,0.1262,1.07
8,-8.8738,50,0,-4.6739,2.5937,0.125,0.1294,1.2
9,-4.1323,50,0,-4.6138,2.4513,0.1111,0.1727,1.37
10,-5.7242,50,0,-4.7248,2.3492,0.1,0.1693,1.54
11,-5.277,50,0,-4.775,2.2455,0.0909,0.1191,1.66
12,-0.0266,1,1,-4.3793,2.5188,0.1667,0.0025,1.66
13,-5.9769,50,0,-4.5022,2.4572,0.1538,0.1462,1.81
14,-0.0362,1,1,-4.1832,2.6323,0.2143,0.0032,1.81
15,-2.7468,50,0,-4.0874,2.5682,0.2,0.1309,1.94
16,-3.2495,50,0,-4.0351,2.4949,0.1875,0.1219,2.06
17,-4.038,50,0,-4.0352,2.4204,0.1765,0.1363,2.2
18,-5.7009,50,0,-4.1278,2.383,0.1667,0.1936,2.39
19,-5.3179,50,0,-4.1904,2.3346,0.1579,0.1722,2.57
20,-3.6676,50,0,-4.1643,2.2783,0.15,0.1368,2.7
21,-0.0342,1,1,-3.9676,2.3911,0.1905,0.0063,2.71
22,-9.8368,50,0,-4.2344,2.6366,0.1818,0.1382,2.85
23,-0.041,1,1,-4.0521,2.7168,0.2174,0.0037,2.85
24,-2.9221,50,0,-4.005,2.6692,0.2083,0.1613,3.01
25,-4.4235,50,0,-4.0217,2.6165,0.2,0.1616,3.17
26,-3.0068,50,0,-3.9827,2.5731,0.1923,0.1373,3.31
27,-2.896,50,0,-3.9424,2.5333,0.1852,0.1231,3.43
28,-4.454,50,0,-3.9607,2.4895,0.1786,0.1226,3.56
29,-6.2916,50,0,-4.0411,2.4829,0.1724,0.1269,3.68
30,-5.2055,50,0,-4.0799,2.4501,0.1667,0.1237,3.81
31,-3.9925,50,0,-4.0771,2.4103,0.1613,0.1107,3.92
32,-0.0463,1,1,-3.9511,2.4739,0.1875,0.0027,3.92
33,-11.2974,50,0,-4.1737,2.7423,0.1818,0.1339,4.05
34,-6.1666,50,0,-4.2323,2.7226,0.1765,0.1324,4.19
35,-6.1283,50,0,-4.2865,2.7019,0.1714,0.1343,4.32
36,-0.0445,1,1,-4.1687,2.7538,0.1944,0.0027,4.32
37,-5.698,50,0,-4.21,2.7277,0.1892,0.1639,4.49
38,-4.5539,50,0,-4.2191,2.6921,0.1842,0.1557,4.64
39,-4.8126,50,0,-4.2343,2.659,0.1795,0.169,4.81
40,-0.0459,1,1,-4.1296,2.7058,0.2,0.0045,4.82
41,-0.0344,1,1,-4.0297,2.7462,0.2195,0.0098,4.83
42,-4.6604,50,0,-4.0447,2.715,0.2143,0.1665,4.99
