episode,reward,length,avg_reward_100,std_reward_100,actor_loss,critic_loss,entropy,episode_time_s,cumulative_time_s
27,9.729417690445192,12,8.856666598268403,3.618170207693978,0.006342065520584583,2.9698495864868164,1.3927258253097534,0.0192,0.52
28,5.438160622908769,10,8.73878708187669,3.6095446724218117,-0.6759812235832214,3.6722164154052734,1.3927347660064697,0.0175,0.54
29,12.187124636781228,15,8.853731667040176,3.6024539492169527,-0.29628366231918335,2.2461326122283936,1.3927232027053833,0.0226,0.56
30,8.144613610307246,13,8.830856891016534,3.546087626905803,-0.7630141973495483,2.875755786895752,1.3926994800567627,0.0215,0.58
31,7.3383875792313145,11,8.784217225023246,3.499887130166401,-0.43240097165107727,2.863729476928711,1.392654538154602,0.0194,0.6
32,12.420099586427547,18,8.894395478399135,3.5023531610811203,-0.4005197286605835,1.6694633960723877,1.3926026821136475,0.0275,0.63
33,14.431928612055154,15,9.057264099977253,3.5750612736862073,-0.014705206267535686,2.273674726486206,1.392538070678711,0.0256,0.66
34,14.286184714556894,20,9.206661831822386,3.6297050949650296,-0.20629289746284485,2.5747084617614746,1.3924797773361206,0.0308,0.69
35,7.927377568391921,11,9.171126157838208,3.585106831170798,-0.35941651463508606,2.31777286529541,1.392417550086975,0.0169,0.71
36,22.823695991747535,24,9.540114531727648,4.172181680892959,-0.4085392355918884,2.745176076889038,1.3923474550247192,0.0344,0.74
37,13.55316560433092,18,9.645721138901417,4.1667337751186295,0.3309043049812317,2.4223246574401855,1.3922739028930664,0.027,0.77
38,5.1804168042995205,8,9.531226155962907,4.173085807950367,0.49613139033317566,2.3046138286590576,1.3922255039215088,0.0136,0.78
39,5.283545659652842,8,9.425034143555155,4.17361618119982,-1.5773123502731323,2.7159903049468994,1.3921974897384644,0.0136,0.8
40,4.949670830556262,8,9.315878940799085,4.179809917233714,0.158384308218956,3.021427631378174,1.3921366930007935,0.0138,0.81
41,9.868170745846415,15,9.329028745681164,4.130608776822548,-0.16145525872707367,1.8904355764389038,1.392088532447815,0.0237,0.84
42,14.838254840448881,17,9.457150282768787,4.165882284810775,-0.0016753841191530228,1.6773250102996826,1.3920376300811768,0.0311,0.87
43,4.791132679784764,8,9.351104428155512,4.176567867051188,0.3158372640609741,3.258000373840332,1.3919918537139893,0.0153,0.89
44,6.672773914886646,9,9.291585972305093,4.148728551570197,0.16667163372039795,2.7004950046539307,1.3919581174850464,0.0153,0.9
45,9.58196299666858,14,9.297898516312994,4.103604387439411,-0.058558739721775055,2.5766561031341553,1.3919355869293213,0.0222,0.92
46,12.702307945174187,20,9.370332759480254,4.089331163892206,0.004459979012608528,1.94951593875885,1.3919146060943604,0.033,0.96
47,5.180337819965642,8,9.283041198240367,4.090522294199218,0.04512187838554382,2.4477062225341797,1.3918964862823486,0.0145,0.97
48,10.224700571129302,13,9.302258736462589,4.0507558193399795,0.405597448348999,2.3243091106414795,1.3918818235397339,0.0204,0.99
49,9.64089412917953,14,9.309031444316927,4.010323909956739,-0.07885248214006424,2.679100751876831,1.3918906450271606,0.0225,1.02
50,6.628370878186197,11,9.256469472432013,3.988168613571293,0.14464689791202545,2.8363916873931885,1.3918952941894531,0.0175,1.04
51,4.74716852112901,9,9.169752146445417,3.9978905350025866,-0.19121508300304413,3.0453765392303467,1.391911268234253,0.0159,1.05
52,7.004020398298857,10,9.128889283272839,3.9709430227300455,-0.04991349205374718,1.9174213409423828,1.3919222354888916,0.0156,1.07
53,7.230501759598085,11,9.093733958760344,3.942319599945842,-0.14317920804023743,1.8740253448486328,1.391931414604187,0.0181,1.09
54,5.970303809691098,9,9.036944319686357,3.928543945265685,-0.0406222864985466,1.9380332231521606,1.3919315338134766,0.0158,1.1
55,6.7858148997119105,9,8.996745580043958,3.904706992948249,0.669034481048584,1.8012423515319824,1.3919312953948975,0.0152,1.12
56,7.979290879432261,10,8.978895497577085,3.872608051024724,0.2818082273006439,2.4570577144622803,1.3919780254364014,0.0159,1.14
57,6.772978699817675,10,8.940862449339855,3.8498017836116483,0.10582701116800308,1.8987241983413696,1.3920319080352783,0.017,1.15
58,3.708344173296606,7,8.852175698898444,3.876333387444425,0.3634748160839081,1.839760661125183,1.392085313796997,0.0129,1.17
59,4.719938631359636,8,8.78330508110613,3.880125566630118,0.16919367015361786,1.5559883117675781,1.3921420574188232,0.0149,1.18
60,4.52445620597574,8,8.713487886431862,3.8860045595115076,-0.12088914215564728,1.177428960800171,1.392197608947754,0.0146,1.2
61,7.524210580672284,12,8.69430599440348,3.8574487757147535,-0.2616223990917206,1.4467267990112305,1.3922451734542847,0.0196,1.22
62,13.074923563032497,16,8.763839606603941,3.865680694632212,0.067021943628788,2.284944534301758,1.3922775983810425,0.026,1.25
63,9.00837276024046,15,8.76766043712951,3.835481060549105,0.03806342929601669,1.4346885681152344,1.3923091888427734,0.0231,1.27
64,4.589643210313139,9,8.703383249024643,3.8404443544215794,0.15417666733264923,1.7485363483428955,1.3923397064208984,0.0158,1.29
65,17.451503554712296,25,8.835930526383548,3.9582210266348405,-0.2631176710128784,1.1886787414550781,1.3923710584640503,0.0395,1.33
66,8.812072253456643,11,8.835574432757774,3.928572078589749,-0.3331518769264221,0.47163504362106323,1.3923884630203247,0.0143,1.34
67,8.273781429442682,12,8.827312770944317,3.9001648431829032,-0.06635163724422455,1.78239905834198,1.3923875093460083,0.0192,1.36
68,11.515490293726131,18,8.866271865477385,3.885105344483666,0.04956185072660446,1.7483019828796387,1.392385721206665,0.0274,1.39
69,5.701937553054231,10,8.821067089585625,3.8754888589719347,0.6296637058258057,1.6493990421295166,1.3923864364624023,0.0147,1.4
70,9.14834570849714,15,8.825676647598463,3.8482931563203184,-0.20588034391403198,2.0748026371002197,1.3924083709716797,0.0199,1.42
71,3.942469547845284,7,8.757854326768559,3.8639701383173475,-0.6496818661689758,0.7985708117485046,1.3924205303192139,0.011,1.44
72,4.968044984446887,9,8.7059391302984,3.8626149895562296,0.24780240654945374,0.5418190360069275,1.3924145698547363,0.0136,1.45
73,7.785944826113282,12,8.69350677483644,3.8378977116284028,-0.44330310821533203,1.4723014831542969,1.3924187421798706,0.0169,1.47
74,5.1785590137926185,10,8.64664080468919,3.8334841956116037,0.4261232316493988,1.2235358953475952,1.3924036026000977,0.0135,1.48
75,7.664787897810219,11,8.633721687493415,3.809823575325872,0.07926218211650848,1.2003916501998901,1.392411231994629,0.0161,1.5
76,20.218004845721286,26,8.784166923314556,4.005798147339683,0.02421959862112999,1.6532423496246338,1.39242422580719,0.0347,1.53
77,14.575761129385768,23,8.8584181310847,4.033015633763012,-0.44744235277175903,2.582000732421875,1.3924373388290405,0.0322,1.56
78,13.661364780344718,27,8.919214924113307,4.04322072199071,-0.43865111470222473,1.6208717823028564,1.3924317359924316,0.0365,1.6
79,7.316226191274508,13,8.899177564952819,4.02181632466711,-0.49129804968833923,1.4015800952911377,1.3924072980880737,0.021,1.62
80,13.974647771783559,29,8.961837690963076,4.036015166201384,-0.2919859290122986,1.4583420753479004,1.392368197441101,0.0394,1.66
81,14.196039744800284,24,9.025669423326944,4.052258712399984,-0.24047088623046875,1.6189584732055664,1.3923155069351196,0.0342,1.7
82,7.200684028367975,10,9.003681647484065,4.032691856286749,0.11587420105934143,2.8463640213012695,1.3922574520111084,0.0152,1.71
83,16.6031541626803,28,9.094151558379258,4.092473577236929,-0.1309106945991516,1.3847280740737915,1.3922086954116821,0.042,1.76
84,12.120815480648798,33,9.129759369229488,4.08139751148469,-0.3832933306694031,1.383581280708313,1.3921581506729126,0.0424,1.8
85,5.640332589463292,9,9.089184639232206,4.07480631109949,-0.3895702362060547,0.7356362342834473,1.3920916318893433,0.0139,1.81
86,12.582384306918696,30,9.129336359550441,4.068395405994805,-0.22444915771484375,1.4423182010650635,1.392016053199768,0.0397,1.85
87,12.410684581848411,27,9.166624407531101,4.060137528044955,-0.5115262866020203,1.5632516145706177,1.3919355869293213,0.0339,1.89
88,18.11083867391041,33,9.26712119704098,4.145872697505038,-0.36171579360961914,1.1116727590560913,1.3918429613113403,0.0411,1.93
89,12.85834731699372,28,9.3070237094849,4.1399259035617835,-0.26723143458366394,1.1775057315826416,1.3917407989501953,0.0366,1.97
90,6.415353884102195,10,9.275247117997177,4.1281380348927135,0.2186433970928192,0.5421499609947205,1.391632080078125,0.0142,1.98
91,14.157527434755751,28,9.32831538230977,4.136733927169223,0.1465819925069809,1.5720016956329346,1.3915417194366455,0.0378,2.02
92,28.366433711594258,51,9.533026332087022,4.558943539169783,-0.32915738224983215,1.196629285812378,1.3914703130722046,0.0713,2.09
93,46.497572188193146,54,9.926266181620067,5.91135813847006,-0.29933708906173706,1.6429280042648315,1.3913896083831787,0.0745,2.17
94,14.653321339164174,39,9.976024656962636,5.899920082672886,-0.24699795246124268,1.1898865699768066,1.3913075923919678,0.0576,2.22
95,15.372086111466798,32,10.032233630447054,5.894625540683772,-0.20625318586826324,0.9931514263153076,1.3912162780761719,0.0481,2.27
96,23.245691783056948,39,10.168454848515198,6.014132932693864,-0.4799647033214569,1.54960298538208,1.3911199569702148,0.056,2.33
97,29.587738871220456,48,10.366610807930558,6.29360758741884,-0.37395772337913513,1.1840490102767944,1.3910082578659058,0.0684,2.4
98,14.697713795541038,31,10.410359322956927,6.276700242332767,0.0015947576612234116,1.1473281383514404,1.3908909559249878,0.0473,2.45
99,11.308913680798424,37,10.419344866535342,6.245877803169526,-0.3994626998901367,1.130295991897583,1.3907852172851562,0.0513,2.5
100,14.568701430897896,36,10.489195936555747,6.252828732156116,-0.5424954891204834,1.4220457077026367,1.390663981437683,0.0545,2.55
101,13.08986770424375,30,10.537477837077908,6.254082872101428,-0.3427756726741791,1.3969916105270386,1.3905237913131714,0.045,2.6
102,21.17245093036644,41,10.616520569577114,6.337488787221286,-0.5383282899856567,1.251444935798645,1.3903846740722656,0.0602,2.66
103,20.862273326525447,37,10.755811577778891,6.407686486494627,-0.17010416090488434,1.2125213146209717,1.3902381658554077,0.0529,2.71
104,29.666103681872364,42,10.971239130177816,6.672235752120968,-0.3797233998775482,1.739092469215393,1.3901023864746094,0.0607,2.78
105,82.03483245540995,105,11.721848928836287,9.710605894249237,-0.30426281690597534,1.2239984273910522,1.3899682760238647,0.1452,2.92
106,50.84297468914564,77,12.022891640261467,10.425777105562986,-0.4004182517528534,1.2174128293991089,1.3898383378982544,0.1149,3.04
107,19.72888521412647,46,12.103540011759257,10.453844258335822,-0.378884494304657,1.2031627893447876,1.3897063732147217,0.07,3.11
108,35.882178529797386,53,12.357425473246922,10.716656214599146,-0.17858059704303741,1.3605272769927979,1.3895646333694458,0.0795,3.19
109,25.478504393345435,49,12.54221001160655,10.781798901698776,-0.10480004549026489,1.449272632598877,1.3894317150115967,0.0721,3.26
110,44.83539378655868,66,12.819443300591049,11.24233030592222,-0.09939581900835037,1.0170261859893799,1.389308214187622,0.0931,3.35
111,26.300122116629474,58,12.98128922829338,11.318479231320717,-0.2200876921415329,1.141072154045105,1.389193058013916,0.0805,3.44
112,11.227960552638526,41,13.019539054193263,11.306019419289077,-0.29833984375,1.5729522705078125,1.3890753984451294,0.0665,3.5
113,23.115845621754378,53,13.165694442778165,11.341068431580744,-0.02682550996541977,1.4105552434921265,1.3889554738998413,0.0773,3.58
114,16.53149918736489,41,13.277434108424382,11.318611218812443,0.1965794414281845,1.2390106916427612,1.3888449668884277,0.0615,3.64
115,39.25921093598254,69,13.559653563204288,11.607396599466965,-0.1329532414674759,1.5052906274795532,1.3887596130371094,0.0992,3.74
116,86.13492921003967,116,14.343594843297579,13.654677140476785,-0.32638657093048096,1.37444007396698,1.388677954673767,0.1591,3.9
117,70.6878651387217,100,14.994596224253941,14.731141189824447,-0.08528612554073334,1.4816780090332031,1.3885937929153442,0.1252,4.03
118,196.46180260394763,227,16.894828113442546,23.28018601863506,-0.4488818347454071,1.1854500770568848,1.388514757156372,0.3111,4.34
119,98.09986233759456,129,17.81842628387072,24.61325479326077,-0.22164173424243927,1.5316144227981567,1.388432502746582,0.1709,4.51
120,26.515970030763818,46,18.049311102882573,24.58545271865069,-0.016829758882522583,1.9859814643859863,1.388351559638977,0.06,4.57
121,145.14877121147467,177,19.42909028686447,27.62064470347913,-0.2711290419101715,1.3680119514465332,1.3882780075073242,0.2406,4.81
122,35.640225260939076,66,19.68250810471896,27.651945955121484,-0.26576703786849976,1.639108657836914,1.38820481300354,0.088,4.9
123,166.88806181080022,189,21.281073553437274,31.259702145981883,-0.361568808555603,1.47422456741333,1.388124704360962,0.2495,5.15
124,54.39738837076679,85,21.78388509670629,31.383701896436165,-0.1319710910320282,1.6192647218704224,1.3880444765090942,0.1109,5.26
125,38.76706301239202,68,22.080268528846485,31.402733206194018,-0.12396559119224548,1.6965222358703613,1.3879671096801758,0.0891,5.35
126,116.35413314622622,145,23.133701162827894,32.75167525654755,-0.22651715576648712,1.4172427654266357,1.3878908157348633,0.2098,5.56
127,200.47606272859207,231,25.041167613209364,37.171766002628395,-0.1864462047815323,1.2387876510620117,1.3878158330917358,0.2949,5.86
128,39.6030050901383,70,25.382816057881655,37.14702082766316,-0.24712452292442322,2.1258411407470703,1.3877432346343994,0.121,5.98
129,126.12056085170676,154,26.52215042003091,38.449222919621086,-0.2110448032617569,1.3606725931167603,1.3876677751541138,0.2304,6.21
130,122.5980193840945,153,27.66668447776879,39.57222728497178,-0.32671692967414856,1.3349568843841553,1.3875938653945923,0.2245,6.44
131,147.50418646438774,177,29.068342466620347,41.27316803265448,-0.23284447193145752,1.417225956916809,1.3875185251235962,0.2481,6.69
132,111.98085516529471,142,30.06395002240902,42.05301859268474,-0.2194092869758606,1.4609849452972412,1.387444257736206,0.1952,6.88
133,195.06072418535982,226,31.870237978142068,45.110857345939706,-0.21005822718143463,1.3179998397827148,1.3873709440231323,0.3382,7.22
134,107.43395222339036,136,32.80171565323041,45.69604533917726,-0.22013244032859802,1.4401499032974243,1.3872992992401123,0.1825,7.41
135,166.51361616803587,196,34.38757803922684,47.52067967289661,-0.11928243935108185,1.347386121749878,1.3872272968292236,0.2979,7.7
136,56.995440123942494,87,34.72929548054879,47.559143667276864,-0.054803166538476944,1.863543152809143,1.3871594667434692,0.124,7.83
137,68.05142940861748,96,35.27427811859165,47.62556563043393,-0.13168729841709137,1.925424575805664,1.3870964050292969,0.1677,8.0
138,53.15989774118362,84,35.7540729279605,47.56161106990042,-0.12978492677211761,2.1165828704833984,1.3870347738265991,0.1029,8.1
139,72.35033129094683,103,36.42474078427344,47.600056545476924,-0.023261230438947678,1.8716588020324707,1.3869743347167969,0.1382,8.24
140,188.05246582513655,218,38.25576873421924,49.823845591281696,-0.2101646214723587,1.3185920715332031,1.3869184255599976,0.2838,8.52
141,56.11495208909615,86,38.71823654765174,49.772810450395056,-0.11348319053649902,2.058885097503662,1.3868622779846191,0.11,8.63
142,245.46764103096743,273,41.02453040955693,53.793719856802866,-0.20105168223381042,1.3121291399002075,1.386805772781372,0.3956,9.03
143,120.77443874793428,151,42.184363470238424,54.24841906445657,-0.38060835003852844,1.7085405588150024,1.3867498636245728,0.2171,9.25
144,109.45051141525069,138,43.21214084524207,54.53871341832745,-0.23626792430877686,1.7297124862670898,1.3866875171661377,0.2057,9.45
145,253.68355527809942,285,45.65315676805638,58.311105090740874,-0.14773066341876984,1.284200668334961,1.3866245746612549,0.3914,9.85
146,62.00887264910083,88,46.14622241509564,58.23881328812827,0.01987754926085472,2.1650099754333496,1.3865641355514526,0.1321,9.98
147,86.87489184480798,113,46.96316795534407,58.23141919378462,-0.165814608335495,1.9913681745529175,1.3865094184875488,0.1904,10.17
148,100.03973265736946,130,47.86131827620647,58.350369104845214,-0.8920943140983582,1.8399658203125,1.3864539861679077,0.1973,10.37
149,270.01803879083946,300,50.465089722823066,62.26486991397188,-0.30445072054862976,1.2928255796432495,1.3863749504089355,0.4395,10.81
150,113.59121401922545,140,51.53471815423346,62.421169621521585,-0.07725267112255096,1.8897696733474731,1.3862959146499634,0.1949,11.0
151,79.39868060620604,109,52.28123327508423,62.30343801205242,-0.08893050253391266,2.102353811264038,1.3862224817276,0.16,11.16
152,288.56432871471367,315,55.096836358248375,66.41978258957317,-0.10845421999692917,1.2853851318359375,1.3861535787582397,0.4561,11.62
153,61.64724297727796,90,55.64100377042518,66.24808389276885,-0.0367550291121006,2.423488140106201,1.3860888481140137,0.1267,11.75
154,193.43747550678555,223,57.51567548739612,67.45740224245914,-0.26433688402175903,1.4541347026824951,1.3860297203063965,0.3455,12.1
155,287.1876657979585,319,60.319693996378575,71.02390894115803,-0.1876412034034729,1.2764670848846436,1.3859691619873047,0.4799,12.58
156,182.5194631867313,215,62.06509571945158,71.85598007142002,-0.21094141900539398,1.5926213264465332,1.385910153388977,0.3176,12.89
157,384.4306861445854,417,65.84167279389925,78.47064989205447,-0.14567291736602783,1.1531586647033691,1.3858506679534912,0.58,13.48
158,647.5651636694239,683,72.28024098886053,97.2707788967968,-0.0865602120757103,1.0376945734024048,1.3857930898666382,0.8931,14.37
159,121.61845640292128,152,73.44922616657614,97.15418957152536,-0.03471425548195839,1.8603676557540894,1.3857392072677612,0.2084,14.58
160,227.89880141265894,258,75.68296961864297,98.10702021408036,-0.03858567774295807,1.4416685104370117,1.3856897354125977,0.3603,14.94
161,182.91407428329313,213,77.43686825566918,98.44003346503422,-0.09467873722314835,1.5544353723526,1.3856441974639893,0.2933,15.23
162,468.4789922349059,489,81.99090894238792,105.62866907254164,-0.07214117050170898,1.1499732732772827,1.3856009244918823,0.6835,15.92
163,249.06577215553673,279,84.39148293634088,106.66549848867352,-0.11900614202022552,1.3574761152267456,1.3855592012405396,0.4688,16.39
164,467.09383726307675,495,89.01652487686852,112.94717853369002,-0.11599058657884598,1.1871224641799927,1.385519027709961,0.7368,17.12
165,494.9829206994876,527,93.79183904831625,119.71271083677324,-0.21313847601413727,1.1462624073028564,1.38547945022583,0.8528,17.98
166,43.8089727138441,73,94.14180805292015,119.5147602566717,0.02085280790925026,3.4932048320770264,1.385439395904541,0.1009,18.08
167,109.74143620981947,140,95.15648460072393,119.21178068772099,-0.13567335903644562,2.2095510959625244,1.3854058980941772,0.2068,18.29
168,103.18915847893733,125,96.07322128257601,118.9171784386223,-0.1287546455860138,2.4951529502868652,1.3853715658187866,0.1816,18.47
169,316.706638071742,349,99.1832682877629,120.56842162125233,-0.22605420649051666,1.309849500656128,1.3853360414505005,0.4986,18.97
170,128.64228219908705,158,100.3782076526688,120.26193027854659,-0.053657256066799164,2.0866050720214844,1.3852972984313965,0.2271,19.2
171,188.0603046884805,218,102.21938600407515,120.18080097156977,-0.18074579536914825,1.7411073446273804,1.3852604627609253,0.3053,19.5
172,85.09952664439095,114,103.0207008206746,119.79622481228927,-0.06960809975862503,2.629345178604126,1.3852211236953735,0.1628,19.67
173,230.63729399810796,259,105.24921431239454,120.07636140366048,-0.15633507072925568,1.6441529989242554,1.385182499885559,0.373,20.04
174,124.75178310241589,155,106.44494655328079,119.66856284641247,-0.0017304928041994572,2.103651762008667,1.3851438760757446,0.2225,20.26
175,92.26980163621492,123,107.29099669066483,119.26559974605,0.023892970755696297,2.6238996982574463,1.3851087093353271,0.1725,20.44
176,162.23431411836978,192,108.71115978339132,119.06568372871496,-0.04209618270397186,1.9678641557693481,1.3850785493850708,0.264,20.7
177,201.7925522350689,230,110.58332769444814,119.04267618173382,-0.06483468413352966,1.7524856328964233,1.3850505352020264,0.3617,21.06
178,263.0528734003242,292,113.07724278064792,119.59711574606762,-0.018437787890434265,1.5290188789367676,1.3850229978561401,0.4048,21.47
179,67.41379578597177,97,113.67821847659488,119.21453980368901,-0.10135243833065033,3.117826461791992,1.384997844696045,0.1332,21.6
180,204.4879678447719,236,115.58335167732477,119.1282210636214,0.0029127229936420918,1.7728121280670166,1.3849704265594482,0.3086,21.91
181,55.01761279571147,85,115.99156740783388,118.84971447485324,-0.007750188931822777,3.770498514175415,1.3849458694458008,0.1163,22.03
182,444.62998188560215,415,120.36586038640623,122.75095805463812,-0.1423604041337967,1.5423465967178345,1.3849248886108398,0.5537,22.58
183,146.05302573722122,177,121.66035910215163,122.33173459497475,0.010435212403535843,2.2086658477783203,1.3849034309387207,0.2867,22.87
184,177.4423494243651,208,123.31357444158881,121.95674379193552,0.036026742309331894,1.9970300197601318,1.3848843574523926,0.2953,23.17
185,124.60195763872073,155,124.50319069208139,121.38195438507778,-0.07764638215303421,2.406316041946411,1.38486909866333,0.2117,23.38
186,43.069771195445206,73,124.80806456096666,121.13850441273934,-0.015885110944509506,4.54694938659668,1.384852409362793,0.1041,23.48
187,172.13330178757656,203,126.40529073302395,120.69818221677745,-0.1141359731554985,2.0354225635528564,1.3848371505737305,0.2738,23.76
188,133.02731461260475,163,127.5544554924109,120.20770457555945,-0.10204959660768509,2.458606719970703,1.3848204612731934,0.2429,24.0
189,227.8762373343413,257,129.70463439258438,120.05982507415106,0.004889027681201696,1.7733029127120972,1.3848010301589966,0.3593,24.36
190,293.5384076922963,326,132.5758649306663,120.50946111358294,-0.06421797722578049,1.5870496034622192,1.3847845792770386,0.4305,24.79
191,262.8860118954959,293,135.06314977527373,120.6064755701573,-0.07563662528991699,1.6975797414779663,1.3847674131393433,0.3987,25.19
192,214.4657268776576,246,136.92414270693433,120.38132934587706,-0.534250795841217,1.9058103561401367,1.3847503662109375,0.3194,25.51
193,107.75395824462787,137,137.53670656749867,120.07509554714125,0.07169754803180695,2.920724391937256,1.3847161531448364,0.1796,25.69
194,223.12561953528837,256,139.62142954945992,119.73276016747424,-0.07299106568098068,1.8283730745315552,1.3846888542175293,0.3538,26.05
195,133.20964271233697,161,140.79980511546862,119.08222959368901,-0.0699540302157402,2.626314401626587,1.3846617937088013,0.2306,26.28
196,60.20802387311392,88,141.1694284363692,118.77374053227913,-0.16266638040542603,4.2149739265441895,1.3846344947814941,0.1552,26.44
197,107.4638314741671,137,141.94818936239867,118.29391746684573,-0.05931965261697769,2.910794496536255,1.3845977783203125,0.1945,26.63
198,114.09001275512274,145,142.9421123519945,117.63629104771441,0.08664294332265854,2.855976104736328,1.3845629692077637,0.2052,26.84
199,112.0255160783298,143,143.94927837596978,116.93403250290353,-0.0064702946692705154,2.943474054336548,1.384535789489746,0.2136,27.05
200,142.54209165550316,172,145.22901227821583,116.20910766100828,-0.04072236642241478,2.5567684173583984,1.3845112323760986,0.2407,27.29
201,178.20938392866302,208,146.88020744046003,115.49069127751638,-0.022178635001182556,2.211625337600708,1.384487271308899,0.2897,27.58
202,292.54456139407546,325,149.5939285450971,115.69309456136125,-0.15615341067314148,1.6758707761764526,1.3844647407531738,0.4825,28.07
203,162.56553294777424,193,151.0109611413096,114.97325072581019,-0.0567568838596344,2.37178635597229,1.3844401836395264,0.2954,28.36
204,285.12601079095026,317,153.56556021240038,115.08668527311374,-0.12761080265045166,1.7502838373184204,1.3844163417816162,0.4327,28.8
205,208.96366193152056,241,154.8348485071615,114.99068258334627,-0.009593957103788853,2.086237668991089,1.3843908309936523,0.357,29.15
206,364.9032962322335,397,157.97545172259237,116.38787789766387,0.013555459678173065,1.5516167879104614,1.3843671083450317,0.5383,29.69
207,402.3065611015272,432,161.80122848146638,118.05658529833218,-0.05802995711565018,1.4491037130355835,1.3843467235565186,0.6251,30.32
208,176.26921974757133,207,163.2050988936441,117.3836600062958,-0.1136711835861206,2.3388898372650146,1.3843269348144531,0.2893,30.61
209,178.07320921103556,208,164.73104594182098,116.57237915045489,0.0363774374127388,2.3561084270477295,1.3843038082122803,0.2991,30.91
210,198.2431279397639,230,166.26512328335306,115.99244419292414,0.040611933916807175,2.2080209255218506,1.384284257888794,0.3262,31.24
211,35.24840402898096,65,166.35460610247657,115.88783756028707,-0.3616849184036255,6.5534563064575195,1.3842687606811523,0.093,31.33
212,348.50175701897325,381,169.72734406713994,116.23144418484921,0.005042556673288345,1.5967551469802856,1.3841981887817383,0.5417,31.87
213,264.1979535367574,291,172.13816514628996,115.66431690366585,-0.0758286565542221,1.8881299495697021,1.3841350078582764,0.4304,32.3
214,250.5777803176769,282,174.4786279575931,114.85708435266142,-0.1541985273361206,1.977948784828186,1.3840759992599487,0.4073,32.71
