episode,reward,length,avg_reward_100,std_reward_100,actor_loss,critic_loss,entropy,episode_time_s,cumulative_time_s
654,347.1853806538802,226,341.7616030802614,82.78123181253991,-0.07384873181581497,11.564270973205566,1.379054069519043,0.3153,246.7
655,315.85010332282553,196,340.3031093697102,81.93575693786173,0.001318005844950676,13.439247131347656,1.3790462017059326,0.2702,246.97
656,359.23257489990965,238,341.15015241501567,81.68886543010085,-0.097732312977314,10.997008323669434,1.3790391683578491,0.334,247.31
657,369.3511801786921,248,341.10665652730745,81.67267839777507,0.06767585128545761,10.64267349243164,1.3790301084518433,0.3415,247.65
658,286.21033666058133,164,339.25897201673115,80.7990149281796,0.08615333586931229,16.121299743652344,1.3790239095687866,0.2132,247.86
659,350.6216560885566,232,338.56452516127524,80.39895119326769,0.10452348738908768,11.373422622680664,1.3790205717086792,0.3268,248.19
660,323.9594766599089,206,337.9462392610977,80.27105033078146,0.02399432100355625,12.844644546508789,1.3790208101272583,0.2888,248.48
661,377.4933864568187,257,336.81678190718316,78.90034742260829,-0.21937134861946106,10.334904670715332,1.3790215253829956,0.3552,248.83
662,307.5477341618222,188,335.87703887028647,78.68342123042132,0.07116968184709549,14.09492015838623,1.3790149688720703,0.2619,249.1
663,305.9342974580336,188,336.85459517834295,77.69184059571701,0.06405225396156311,14.118619918823242,1.3790111541748047,0.2493,249.35
664,325.82133212507887,206,337.71330680656007,77.08824398625455,-0.04556647688150406,12.902737617492676,1.379009485244751,0.2874,249.64
665,319.00352250208545,197,338.15907903145705,76.84950719429082,-0.09112536162137985,13.651732444763184,1.3790066242218018,0.2646,249.9
666,315.66246704989527,196,336.8478767462187,76.09991839267506,0.03222621604800224,13.674988746643066,1.3790018558502197,0.2662,250.17
667,307.02366191174576,188,335.84400344227487,75.82409328762957,0.010616198182106018,14.322787284851074,1.3789986371994019,0.2588,250.43
668,172.49818118005925,126,333.26621986037725,76.94343177155649,-0.12008834630250931,20.750244140625,1.3789957761764526,0.1709,250.6
669,316.62369228623754,197,333.71501206988773,76.71382378790311,0.0984969288110733,13.671196937561035,1.3789863586425781,0.266,250.87
670,272.41214503579033,153,333.9328099205259,76.5082771242921,-0.01839003525674343,17.622943878173828,1.3789807558059692,0.2057,251.07
671,318.1388498893929,194,334.42149357577205,76.24932776808232,-0.05446372181177139,14.083087921142578,1.3789751529693604,0.2702,251.34
672,341.7987349529499,224,333.4913099619067,75.58337257551719,0.029536668211221695,12.030838966369629,1.3789689540863037,0.3065,251.65
673,293.0065333149463,175,334.8890021690714,73.50080137066585,0.08128267526626587,15.501226425170898,1.378963828086853,0.2429,251.89
674,341.7983075126178,223,334.0476500691332,72.93316307446948,-0.017839163541793823,12.151031494140625,1.3789620399475098,0.2977,252.19
675,319.13885398692327,198,333.22336439540703,72.63057452636846,-0.06062072142958641,13.787972450256348,1.3789595365524292,0.2591,252.45
676,304.09794629974607,185,332.93082271932195,72.68835883018833,0.030927978456020355,14.680278778076172,1.378955364227295,0.2595,252.71
677,307.28964680930545,188,333.5178034572332,72.2405465902529,0.032112739980220795,14.593907356262207,1.3789528608322144,0.2706,252.98
678,345.0415889158459,225,333.24538360840745,72.14514873431179,0.06560053676366806,12.173023223876953,1.3789515495300293,0.3169,253.3
679,362.00928130500176,242,332.6573617549386,71.66709248537322,-0.09014969319105148,11.38371753692627,1.378952145576477,0.3773,253.68
680,284.30246223811304,162,331.5368924408693,71.53832474718145,-0.03400520607829094,16.940492630004883,1.378949761390686,0.2449,253.92
681,313.39319192040756,195,331.0471153779763,71.49319272231511,-0.23196735978126526,14.024078369140625,1.3789467811584473,0.2689,254.19
682,309.52887790487307,189,330.0065073431808,71.04006851037104,-0.005361557472497225,14.587824821472168,1.3789368867874146,0.2717,254.47
683,269.972366996188,151,328.6212087857849,70.84629481198836,-0.0067530605010688305,18.216602325439453,1.378928303718567,0.2182,254.69
684,302.60742300548435,180,329.77125007330903,69.46784538143426,0.04353363439440727,15.302163124084473,1.3789201974868774,0.2454,254.93
685,304.58519574199175,184,331.3475513930716,67.04791279119358,-0.019076073542237282,14.99942398071289,1.3789142370224,0.2562,255.19
686,360.40386614957356,239,330.9839432834557,66.79026193763755,-0.027994828298687935,11.630166053771973,1.3789082765579224,0.3329,255.52
687,309.19212135893594,194,332.4997050855284,64.51996395886938,0.09368003159761429,14.179109573364258,1.3789024353027344,0.2671,255.79
688,274.503936727794,156,333.32039841617274,63.2424301938252,-0.07973691076040268,17.836502075195312,1.3788996934890747,0.3071,256.1
689,316.2758373805125,196,331.72032300650574,61.60816317506609,-0.230995312333107,14.232767105102539,1.3788949251174927,0.2761,256.37
690,312.559247945841,193,331.6452890855299,61.62688205621309,0.05815891921520233,14.52377986907959,1.378883957862854,0.2992,256.67
691,270.29338540759034,152,331.7767320453751,61.48169677169197,0.07883736491203308,18.412843704223633,1.378875494003296,0.2204,256.9
692,265.8124464777653,145,330.71159539246565,61.69225939760911,-0.018647678196430206,19.347333908081055,1.378869891166687,0.2048,257.1
693,285.08158448015433,163,330.1008675899413,61.8384837204371,-0.013816436752676964,17.130373001098633,1.3788648843765259,0.2328,257.33
694,287.29557937019723,168,330.8337295879638,60.885232800891586,-0.016805607825517654,16.737613677978516,1.3788596391677856,0.2283,257.56
695,304.33535762750205,184,329.94865638223536,60.62011843212357,-0.046648409217596054,15.19323444366455,1.3788543939590454,0.2478,257.81
696,316.9370111879644,196,331.57124334788006,58.022944361415675,-0.02030227519571781,14.437479972839355,1.3788480758666992,0.2712,258.08
697,246.7782989170718,127,330.0705517068613,58.255459681248006,-0.06405765563249588,22.2415828704834,1.3788421154022217,0.178,258.26
698,302.4567470757349,182,328.3364962841118,56.442577447122,-0.0071118841879069805,15.50260066986084,1.3788354396820068,0.2572,258.52
699,162.2817464093295,106,326.21422002660313,58.6146990716003,0.04668116569519043,25.864049911499023,1.378829002380371,0.1454,258.67
700,292.10702829176995,174,325.1040879658804,58.19740723545754,0.06796164065599442,16.23141098022461,1.3788256645202637,0.2359,258.9
701,286.44801493304914,167,323.9855507687422,57.85370384422361,-0.20900456607341766,17.058109283447266,1.3788247108459473,0.2346,259.14
702,298.1506272433429,175,322.79814490056384,57.14893634895501,0.06665734946727753,16.308534622192383,1.378818392753601,0.2409,259.38
703,343.94072245258974,224,321.7434915600141,55.75897313606798,-0.07110041379928589,12.699849128723145,1.378814697265625,0.3086,259.69
704,303.05838765073077,182,320.99025828883185,55.4969203886692,0.06311953812837601,15.698723793029785,1.3788090944290161,0.2592,259.95
705,317.0671103395117,198,321.11811640477254,55.47300102334984,0.00541369104757905,14.447622299194336,1.3788056373596191,0.2824,260.23
706,321.21398348083864,201,322.1253651817709,54.54335345898324,0.04535059258341789,14.195610046386719,1.3788025379180908,0.2877,260.52
707,264.71576000375796,180,320.6604610889235,54.09654511717248,0.10204005241394043,15.578744888305664,1.3788014650344849,0.2508,260.77
708,319.00926067302834,199,320.55038442970044,54.08859313111943,-0.044859156012535095,14.391377449035645,1.3788039684295654,0.283,261.06
709,372.59476912665605,254,320.8163243318283,54.27811839832957,0.08223022520542145,11.379129409790039,1.3788049221038818,0.3633,261.42
710,278.0106995738766,155,320.9985736070089,54.1032055802871,-0.15418903529644012,18.750064849853516,1.3788089752197266,0.22,261.64
711,315.3727408881312,194,320.670554668679,54.03684275195891,0.07888492196798325,14.915377616882324,1.3788083791732788,0.2676,261.91
712,283.59818831526576,165,319.24866233898547,53.11503218300426,-0.09164568036794662,17.50218391418457,1.378810167312622,0.2426,262.15
713,278.11009349994873,159,318.91496389663786,53.26739694027317,0.005359637085348368,18.109920501708984,1.3788096904754639,0.2259,262.38
714,261.98729052156256,156,318.127597929098,53.52052821296986,0.0660744458436966,18.40502166748047,1.3788090944290161,0.2258,262.61
715,309.77457592640764,190,318.0657204826582,53.526572437269856,-0.09653693437576294,15.201744079589844,1.3788108825683594,0.2618,262.87
716,345.72515856550257,228,317.7905493247063,53.31251412087191,0.012039721012115479,12.800825119018555,1.3788090944290161,0.3156,263.18
717,325.57431407172515,208,317.7871942081613,53.312013599890285,-0.18958483636379242,13.93820858001709,1.378807783126831,0.2883,263.47
718,312.55585959495477,190,317.98107614420286,53.25735311477339,0.027538390830159187,15.371082305908203,1.378800868988037,0.2649,263.74
719,328.62718363058224,210,317.62127508106926,53.06231772076823,0.04091649502515793,13.957480430603027,1.378795862197876,0.2993,264.04
720,339.0333627774028,220,319.59840873976975,50.05460890401291,-0.0851893499493599,13.220282554626465,1.3787921667099,0.3142,264.35
721,288.3979250607964,167,319.1119390884363,50.119039540664225,0.08371386677026749,17.522621154785156,1.378786325454712,0.2376,264.59
722,290.11759008017145,170,318.1267806746472,49.70937468031673,-0.030623093247413635,17.34996795654297,1.3787833452224731,0.2457,264.84
723,305.61984177763463,183,318.26821689184163,49.65343531215741,0.028305675834417343,16.086881637573242,1.3787800073623657,0.2616,265.1
724,283.93572483978784,164,316.1749547144781,46.54719166149287,-0.002469537779688835,18.006866455078125,1.3787779808044434,0.2324,265.33
725,295.6921445941311,177,315.8394240890508,46.57269168613259,-0.17212265729904175,16.70210838317871,1.378775954246521,0.2526,265.59
726,302.8886356818206,180,316.49551480914755,45.91890534817886,-0.013903733342885971,16.529447555541992,1.3787689208984375,0.2595,265.85
727,271.4206394947726,155,316.1313921698814,46.13003705357382,-0.09638859331607819,19.14633560180664,1.3787623643875122,0.2135,266.06
728,301.55386778031016,182,315.39762315187215,45.77109651216551,-0.11499924212694168,16.271799087524414,1.3787535429000854,0.2743,266.34
729,260.05895696372164,138,314.97607243033247,46.08363244312883,0.1111932322382927,21.63136100769043,1.3787420988082886,0.2016,266.54
730,298.3919938043961,180,314.5060675116986,46.010640174053826,-0.04026464372873306,16.450916290283203,1.3787349462509155,0.2489,266.79
731,290.60599819906906,171,313.64733285983294,45.645883704820015,0.056633275002241135,17.39535903930664,1.3787274360656738,0.2389,267.03
732,295.0113060407756,175,313.06204090410665,45.50563150143626,-0.07936147600412369,17.0262451171875,1.3787219524383545,0.2599,267.29
733,320.9251192624251,203,312.64886559816637,45.244035425175404,0.05957953631877899,14.77505111694336,1.378714680671692,0.2997,267.59
734,300.9970611406205,181,311.78303764933344,44.62604839919037,0.0780501589179039,16.515338897705078,1.3787105083465576,0.2573,267.85
735,292.7203149246876,172,311.0535951737748,44.33456660662333,0.10326191037893295,17.451520919799805,1.3787087202072144,0.2357,268.08
736,197.50201573116266,135,309.2523490753462,45.243002076148876,-0.12002190202474594,21.93032455444336,1.3787105083465576,0.1865,268.27
737,263.3846333191317,145,309.250385990115,45.24498792252164,0.0350642129778862,20.75383186340332,1.3787063360214233,0.2029,268.47
738,293.1477116777523,171,308.2153919489229,44.410007845469,-0.17875416576862335,17.7637996673584,1.3787033557891846,0.2465,268.72
739,290.51817862582595,170,307.65939695215593,44.27985712357167,0.05348021164536476,17.84540557861328,1.3786953687667847,0.2443,268.97
740,296.36769999973393,174,308.72462550730734,42.68539998030415,0.07108791917562485,17.492582321166992,1.3786896467208862,0.2469,269.21
741,281.477642870142,161,307.6551075794348,42.00946221862641,-0.07679964601993561,18.785072326660156,1.378686785697937,0.225,269.44
742,260.39556595372005,137,307.2275457966367,42.26989409440914,0.07442063838243484,22.29950714111328,1.3786818981170654,0.1834,269.62
743,281.27163299118405,162,306.7615578164487,42.29660280626816,-0.22915785014629364,18.728483200073242,1.3786797523498535,0.2205,269.85
744,294.10046564324256,175,305.4463304617949,40.590576690234535,0.10311859846115112,17.474149703979492,1.378671407699585,0.244,270.09
745,329.94821495097096,208,305.07412932409096,40.19158811371564,-0.000985805643722415,14.68082332611084,1.3786667585372925,0.2809,270.37
746,332.9744004990983,212,304.6562332200299,39.678792488144985,0.051928188651800156,14.433842658996582,1.3786622285842896,0.2868,270.66
747,347.38764515323885,227,304.7297099087671,39.750985112605015,0.07015009224414825,13.392461776733398,1.3786604404449463,0.3102,270.97
748,326.1255237840955,204,303.5529656791676,37.281746085991216,-0.003826378844678402,15.032549858093262,1.3786613941192627,0.2847,271.26
749,313.2114797701049,186,303.3652420847771,37.18525345241169,0.055406782776117325,16.507793426513672,1.3786619901657104,0.2592,271.52
750,249.3199452374593,129,303.7499986036484,36.417066305610206,-0.028961941599845886,24.018409729003906,1.3786640167236328,0.2147,275.2
751,326.26504056221825,205,303.0389895112417,35.258006074256365,-0.027340201660990715,15.041495323181152,1.3786652088165283,0.2933,275.5
752,319.7017999489436,199,303.33783933032396,35.27131859529496,-0.02933661639690399,15.53900146484375,1.3786653280258179,0.2797,275.78
753,300.18574294615433,179,303.01645146811614,35.15195158923799,-0.010004653595387936,17.257373809814453,1.378664255142212,0.2462,276.02
754,334.656191150575,215,302.8911595730831,35.01636461271697,-0.4428325295448303,14.413480758666992,1.3786630630493164,0.2995,276.32
755,322.5320809495153,202,302.95797934934996,35.0473913651544,0.08743041008710861,15.265416145324707,1.378648042678833,0.2874,276.61
756,278.95394310992486,160,302.1551930314501,34.66653735440183,-0.14869317412376404,19.42138671875,1.3786369562149048,0.2367,276.85
757,301.8893587678566,181,301.4805748173418,34.002373478934736,-0.022305896505713463,17.157482147216797,1.3786225318908691,0.2492,277.1
758,188.79402595062606,139,300.5064117102422,35.77517560631947,-0.006757701747119427,22.123674392700195,1.3786091804504395,0.1979,277.3
759,214.1497543403667,156,299.1416926927603,36.434325535081854,-0.04405590519309044,19.57265281677246,1.3785960674285889,0.2231,277.52
760,367.75211969614196,248,299.57961912312265,36.98895754902226,0.018510781228542328,12.604009628295898,1.3785815238952637,0.3643,277.89
761,343.0630686360079,224,299.23531594491453,36.417948710751816,-0.0446895956993103,14.054741859436035,1.3785696029663086,0.3035,278.19
762,280.8887677102899,162,298.9687262803992,36.45368175650918,0.07296361029148102,19.3024845123291,1.3785568475723267,0.2265,278.42
763,288.5768256755847,168,298.7951515625747,36.46142495275902,0.05873287469148636,18.70186424255371,1.3785479068756104,0.2395,278.66
764,317.9582434450242,197,298.7165206757741,36.41150125051563,0.027259182184934616,15.965086936950684,1.3785414695739746,0.2899,278.95
765,329.6411626930872,208,298.82289707768416,36.486077040227265,-0.0033023622818291187,15.13111686706543,1.3785369396209717,0.2782,279.23
766,299.1486835068667,177,298.65775924225386,36.44683659085098,0.08405694365501404,17.843219757080078,1.3785327672958374,0.2641,279.49
767,344.26630931534254,226,299.03018571628985,36.7196774376433,-0.03840598464012146,13.991059303283691,1.3785314559936523,0.3133,279.81
768,391.027940360177,273,301.21548330809105,35.61027341141093,0.03442779555916786,11.634735107421875,1.3785293102264404,0.3946,280.2
769,255.8028457345628,168,300.60727484257427,35.86043226695153,0.0459304042160511,18.612621307373047,1.3785290718078613,0.233,280.44
770,290.15621052427844,168,300.78471549745916,35.764251861212614,-0.031523045152425766,18.944631576538086,1.3785300254821777,0.2301,280.67
771,339.71016494398935,218,301.0004286480052,35.93292954060582,0.05735553428530693,14.622758865356445,1.378530502319336,0.3078,280.98
772,347.7921694777637,227,301.0603629932533,36.00585348758829,0.05711229890584946,13.994094848632812,1.3785325288772583,0.3212,281.3
773,262.6945259988677,141,300.7572429200925,36.19945215536897,0.09564431011676788,22.831785202026367,1.3785367012023926,0.2027,281.5
774,313.7009604984366,193,300.4762694499507,35.98823555936751,0.03445105254650116,16.50364875793457,1.3785433769226074,0.2805,281.78
775,301.27425681470294,182,300.2976234782285,35.9394578634077,0.05993924289941788,17.59172248840332,1.378550410270691,0.2607,282.05
776,309.53182511067735,189,300.3519622663378,35.94926924256145,0.051344919949769974,16.958576202392578,1.3785591125488281,0.2743,282.32
777,296.0895306622819,176,300.2399611048675,35.94492708822233,-0.0394054614007473,18.246458053588867,1.378568410873413,0.2523,282.57
778,318.44489544005455,196,299.9739941701096,35.71007396748969,0.06990593671798706,16.425945281982422,1.378575325012207,0.2612,282.84
779,307.1751103792771,186,299.42565246085235,35.17020751120141,0.06826936453580856,17.33599853515625,1.378584384918213,0.356,283.19
780,341.67415943466756,220,299.9993694328179,35.38610744073274,-0.10014160722494125,14.668041229248047,1.3785946369171143,0.314,283.51
781,367.2427587116751,246,300.5378651007306,35.9904072140273,0.061439141631126404,13.10939884185791,1.3786001205444336,0.3425,283.85
782,310.769227008951,187,300.5502685917714,35.99371725923075,-0.001037244452163577,17.295181274414062,1.3786073923110962,0.2646,284.11
783,281.39812540142117,160,300.6645261758237,35.9145178523933,0.10674837976694107,20.21552276611328,1.3786139488220215,0.2224,284.34
784,350.5872732476089,239,301.14432467824497,36.25613664247721,0.07743770629167557,13.567523002624512,1.3786230087280273,0.3471,284.69
785,327.18844101212244,208,301.3703571309463,36.347227096267694,-0.03893498331308365,15.640106201171875,1.3786345720291138,0.2886,284.97
786,339.25193652591474,218,301.1588378347097,36.063510171349456,-0.03076985478401184,14.972223281860352,1.3786429166793823,0.3086,285.28
787,219.62290982761692,143,300.2631457193965,36.954164049962806,-0.20866431295871735,22.40032386779785,1.3786495923995972,0.197,285.48
788,324.35223402169703,215,300.76162869233553,36.939534764678385,-0.20457881689071655,14.976128578186035,1.378646969795227,0.303,285.79
789,310.86932362172007,192,300.7075635547476,36.920740158445255,-0.019806910306215286,16.91923713684082,1.3786364793777466,0.2713,286.06
790,169.11736799037007,121,299.2731447551929,39.151483599125164,-0.1746133714914322,26.112394332885742,1.3786263465881348,0.1666,286.23
791,161.21327526141067,110,298.1823436537311,41.398741914429834,-0.041484441608190536,29.22732162475586,1.3786035776138306,0.1478,286.37
792,333.04593021056115,213,298.8546784910591,41.4135290962786,-0.0166307520121336,15.400725364685059,1.3785799741744995,0.2823,286.66
793,293.864436182901,174,298.9425070080865,41.393534789342645,0.0759463831782341,18.88843536376953,1.3785581588745117,0.2392,286.9
794,319.41986137829514,199,299.2637498281675,41.42654024406425,-0.24627329409122467,16.59615707397461,1.3785407543182373,0.2848,287.18
795,295.6505309279434,200,299.17690156117186,41.42492046369072,0.010549928992986679,16.354211807250977,1.3785161972045898,0.2786,287.46
796,285.9307769218625,164,298.86683921851085,41.40686271630356,0.10045294463634491,20.15519142150879,1.3784945011138916,0.2368,287.7
797,294.12626349531456,182,299.34031886429324,41.0779340681389,-0.06285088509321213,18.010374069213867,1.3784782886505127,0.2577,287.96
798,322.37937880481365,203,299.53954518158406,41.14082932759528,0.0033970659133046865,16.28520393371582,1.378461241722107,0.2987,288.26
799,254.6975704418313,181,300.46370342190903,39.03107432619197,0.0012306398712098598,18.2474422454834,1.3784459829330444,0.2486,288.51
800,375.82771014651416,255,301.3009102404565,39.73440376680208,0.0615948811173439,13.035909652709961,1.3784326314926147,0.3484,288.86
801,324.3342399483112,203,301.6797724906092,39.77157985148244,0.0575527660548687,16.388587951660156,1.3784229755401611,0.2733,289.13
802,285.53915928715594,164,301.5536578110473,39.80255399160354,0.06562287360429764,20.411909103393555,1.3784165382385254,0.2315,289.36
803,335.1131486367146,214,301.4653820728886,39.718147910043406,0.008036945946514606,15.55620288848877,1.3784128427505493,0.2911,289.65
804,344.37929874234555,216,301.8785911838047,39.946854662240455,-0.09545885771512985,15.537172317504883,1.3784096240997314,0.3071,289.96
805,188.31482165955322,129,300.5910682970051,41.48197040361353,-0.14747494459152222,25.535310745239258,1.3784034252166748,0.1823,290.15
806,310.13666832110647,188,300.4802951454078,41.44152188767396,-0.0726756826043129,17.891765594482422,1.3783888816833496,0.2648,290.41
807,312.51158568026364,192,300.95825340217283,41.301668150956175,0.031991519033908844,17.470212936401367,1.3783735036849976,0.272,290.68
808,311.16364071535054,188,300.8797972025961,41.274747090002265,0.07002652436494827,17.969892501831055,1.378360629081726,0.2629,290.95
809,266.9408884460267,147,299.82325839578976,40.774705350113116,0.057391706854104996,23.02890396118164,1.3783516883850098,0.2088,291.16
810,312.9871579990913,193,300.17302298004194,40.73609292050737,0.05689644068479538,17.543062210083008,1.378345251083374,0.2594,291.42
811,335.1383257344673,218,300.3706788285053,40.85713656530533,-0.09307501465082169,15.509469032287598,1.378341555595398,0.2971,291.71
812,321.8958576462584,202,300.7536555218152,40.87761130520699,-0.006566569209098816,16.942874908447266,1.3783347606658936,0.2919,292.01
813,297.8314526276685,178,300.95086911309244,40.81541738738154,0.09081073105335236,19.093900680541992,1.3783278465270996,0.2547,292.26
814,328.88110000478946,208,301.6198072079247,40.719408047533065,0.0754404217004776,16.37143898010254,1.37832510471344,0.2972,292.56
815,316.48922664994336,197,301.68695371516003,40.73833178843942,0.06161376088857651,17.243879318237305,1.3783252239227295,0.2644,292.83
816,301.320035007612,181,301.2429024795811,40.49718764104647,0.05936671793460846,18.81715202331543,1.3783278465270996,0.2603,293.09
817,280.2371326167344,158,300.78953066503124,40.476028814676766,-0.10754697769880295,21.5775146484375,1.3783321380615234,0.2309,293.32
818,270.46328818653353,150,300.36860495094703,40.57023631941946,-0.002538620959967375,22.70451545715332,1.378332495689392,0.1978,293.52
819,346.04877730097155,225,300.54282088765086,40.728307509523255,-0.03594839945435524,15.247772216796875,1.3783330917358398,0.3294,293.85
820,302.24326857175345,183,300.1749199455944,40.54470839161035,-0.19705994427204132,18.656753540039062,1.3783321380615234,0.2529,294.1
821,319.8035884612701,198,300.4889765795991,40.57389083121279,0.08704549074172974,17.306381225585938,1.3783241510391235,0.2856,294.39
822,329.52654496909787,212,300.88306612848845,40.6625313748563,0.08204001933336258,16.206378936767578,1.3783200979232788,0.3011,294.69
823,266.92053902615453,150,300.49607310097366,40.79953254933311,0.10322131961584091,22.899272918701172,1.3783197402954102,0.2097,294.9
824,294.85246551637084,176,300.6052405077395,40.76966998200702,-0.34896597266197205,19.57378387451172,1.378322958946228,0.2524,295.15
825,310.4728386076036,193,300.7530474478742,40.778382181717966,0.05099990591406822,17.892343521118164,1.3783138990402222,0.2659,295.42
826,309.30166365684494,189,300.8171777276245,40.78673217708555,0.0512004978954792,18.263282775878906,1.3783080577850342,0.2624,295.68
827,309.4741871595877,188,301.1977132042726,40.68808901826939,-0.0026196083053946495,18.409542083740234,1.3783044815063477,0.2572,295.94
828,314.7879463833204,195,301.33005399030264,40.710548384819816,0.05307549983263016,17.75692367553711,1.3783012628555298,0.2766,296.22
829,296.593644667414,176,301.6954008673396,40.501932950010655,0.08083532750606537,19.970596313476562,1.378300666809082,0.249,296.47
830,325.4025266447333,204,301.96550619574293,40.5690124225713,-0.06717932969331741,16.962787628173828,1.378303050994873,0.2882,296.75
831,292.3375033190646,172,301.98282124694293,40.56452969413567,-0.11455646902322769,20.22942543029785,1.3783025741577148,0.2321,296.99
832,295.6717812549656,178,301.9894259990848,40.56344780339522,0.0027447370812296867,19.59247589111328,1.3782986402511597,0.2505,297.24
833,298.1171321195108,179,301.7613461276557,40.52043458646862,0.041932567954063416,19.621929168701172,1.3782951831817627,0.2488,297.49
834,296.00456072150575,181,301.71142112346456,40.52442092167327,0.08389566093683243,19.383115768432617,1.3782933950424194,0.2593,297.75
835,297.8910231056567,178,301.76312820527426,40.51621369178033,0.05496731773018837,19.599323272705078,1.3782951831817627,0.2536,298.0
836,291.33192240583253,173,302.70142727202096,39.154405519433695,0.004143057856708765,20.3219051361084,1.3782987594604492,0.2407,298.24
837,310.5233910210855,191,303.1728148490405,38.961506562684,-0.09595511853694916,18.44756507873535,1.3783025741577148,0.2601,298.51
838,330.221332060151,211,303.5435510528645,39.04065501753897,-0.17642097175121307,16.85002899169922,1.3783022165298462,0.3116,298.82
839,302.10586392375563,182,303.65942790584376,39.01901309525416,-0.22191841900348663,19.417133331298828,1.378294587135315,0.2429,299.06
840,295.7832435942164,176,303.65358334178853,39.02014862354097,-0.07963202148675919,20.074420928955078,1.378280520439148,0.2499,299.31
841,322.21579022599525,204,304.0609648153471,38.99915218084015,-0.0072370232082903385,17.27395248413086,1.3782646656036377,0.289,299.6
842,264.06588843330206,148,304.09766804014293,38.95974736145275,-0.0728994682431221,23.964832305908203,1.3782501220703125,0.2132,299.82
843,335.0280350719815,217,304.63523206095095,39.01191531671365,-0.06962030380964279,16.39231300354004,1.37823486328125,0.2993,300.12
844,297.49703727469296,180,304.6691977772654,39.004206288833274,0.0907140001654625,19.766176223754883,1.378218173980713,0.2377,300.35
845,295.6107313118629,174,304.32582294087433,38.93122747869578,0.07434108108282089,20.474027633666992,1.3782063722610474,0.2512,300.61
846,309.6778695506735,192,304.09285763139,38.8286651100778,-0.02751845121383667,18.581369400024414,1.3781986236572266,0.2749,300.88
847,328.1838097780562,211,303.9008192776383,38.66119125155058,-0.03622043877840042,16.944196701049805,1.378190279006958,0.2961,301.18
848,342.56712100460487,222,304.06523524984334,38.79010351063103,-0.15977400541305542,16.279155731201172,1.3781816959381104,0.3116,301.49
849,346.5085625046645,232,304.3982060771889,39.00947427471897,-0.07395979017019272,15.507810592651367,1.3781670331954956,0.3262,301.82
850,284.9217762159686,168,304.75422438697404,38.666128577647335,-0.144759401679039,21.356618881225586,1.378150463104248,0.2348,302.05
851,298.97271528788366,180,304.48130113423065,38.60961173633639,-0.06165829673409462,19.99380111694336,1.3781301975250244,0.2593,302.31
852,303.26852705058786,181,304.31696840524705,38.57943993311622,0.09264271706342697,19.98284339904785,1.378110647201538,0.2639,302.58
853,311.5577852067379,195,304.4306888278529,38.583855137349786,0.001710713841021061,18.406618118286133,1.3780962228775024,0.2717,302.85
854,331.1174732550203,213,304.39530164889743,38.55773151692889,0.027832750231027603,16.97222900390625,1.3780834674835205,0.3078,303.16
855,293.84166388309154,174,304.10839747823314,38.52844028500703,-0.09479103237390518,20.69099998474121,1.37807297706604,0.2443,303.4
856,300.93592581097926,180,304.32821730524375,38.446918863000285,0.029632611200213432,20.11747932434082,1.3780601024627686,0.2506,303.66
857,319.5029942505079,199,304.50435366007025,38.47567808741475,0.10543461889028549,18.222476959228516,1.3780499696731567,0.2814,303.94
858,324.697002510298,204,305.86338342566694,36.72491625139812,0.04838896170258522,17.819265365600586,1.378044605255127,0.2754,304.21
859,258.4957367444784,139,306.30684324970804,35.87263384500567,0.04915304854512215,26.180225372314453,1.3780419826507568,0.2039,304.42
860,288.6475248795011,168,305.51579730154157,35.37772463801131,0.09927979111671448,21.62398338317871,1.3780415058135986,0.2341,304.65
861,282.8936024028269,165,304.91410263920983,35.24543977977843,-0.011306426487863064,22.102937698364258,1.3780443668365479,0.2257,304.88
862,292.2781466003129,174,305.0279964281101,35.18597107002362,0.03134942054748535,20.989761352539062,1.3780467510223389,0.2357,305.12
863,287.05050218704474,168,305.0127331932247,35.193434330493915,0.053562916815280914,21.75027847290039,1.3780503273010254,0.2282,305.35
864,307.5207236127353,188,304.9083579949018,35.17035631885768,0.08758199959993362,19.419614791870117,1.378055453300476,0.2682,305.61
865,275.43836779828786,159,304.3663300459538,35.20266831132934,-0.022067686542868614,22.881271362304688,1.3780632019042969,0.2125,305.83
866,303.27840980938134,184,304.40762730897893,35.198945270048654,0.06595858186483383,19.834842681884766,1.3780701160430908,0.2454,306.07
867,321.53874777330617,201,304.1803516935586,35.01373589734898,0.09320449084043503,18.33726692199707,1.3780784606933594,0.2867,306.36
868,272.7701947889529,154,302.9977742378464,34.04415008553163,0.0035818880423903465,23.97859764099121,1.3780900239944458,0.2061,306.57
869,299.6052364359239,181,303.43579814486,33.7142962326987,0.05061494559049606,20.32807731628418,1.3781002759933472,0.2497,306.82
870,274.8206231929853,158,303.28244227154704,33.809097301522556,-0.13827747106552124,23.654529571533203,1.378111481666565,0.3151,307.13
871,297.9024394097132,179,302.8643650162043,33.61398408801484,0.057931769639253616,20.6191349029541,1.378116250038147,0.2584,307.39
872,281.79916693445097,163,302.2044349907712,33.372395302041475,-0.127625972032547,22.70795249938965,1.3781226873397827,0.2345,307.63
873,294.8502597776208,173,302.52599232855863,33.14428878282663,-0.21441414952278137,21.381486892700195,1.378123164176941,0.2328,307.86
874,301.88621099390485,184,302.4078448335133,33.12529568402984,0.09621389955282211,20.20730972290039,1.3781154155731201,0.2503,308.11
