episode,reward,avg_reward_100,std_reward_100
0,22.568973540049225,22.568973540049225,0.0
1,4.986921679499572,13.777947609774397,8.791025930274827
2,3.438574568641897,10.331489929396897,8.67626450091142
3,11.48634524917832,10.620203759342253,7.530487453952562
4,8.78308673136472,10.252780353746747,6.775440418985849
5,21.208080480230002,12.078663708160624,7.411123003903274
6,56.11775164795031,18.369961985273438,16.868934649912866
7,15.213810750579887,17.975443080936742,15.813929077123914
8,12.958564941527731,17.418012176557962,14.992647554339253
9,10.805626568994759,16.75677361580164,14.36094218802691
10,10.445127752973159,16.18298762827178,13.812319747312308
11,8.268437176122632,15.52344175725935,13.403985864317589
12,5.198229800294021,14.729194683646634,13.168760461453749
13,5.368007417775914,14.060538450370155,12.916721410624032
14,13.12955026273435,13.998472571194434,12.480899124663988
15,8.683656096196222,13.666296541507045,12.152866081526573
16,8.124957820853894,13.340335440292153,11.86188814915907
17,18.74496872334834,13.640592844906386,11.593968541242043
18,18.04380496710545,13.872340851337915,11.327492775491542
19,6.9151931842647425,13.524483467984258,11.14430699387772
20,9.238669581472484,13.320397092436078,10.91396024304757
21,4.331897219518494,12.91182891639437,10.82615899084312
22,5.3908582387693444,12.584830191280238,10.698702601150297
23,7.045367290702006,12.35401923708948,10.53177442217494
24,7.5126863648167825,12.16036592219857,10.362508390019904
25,62.294887986514254,14.088616770826096,14.007330321645776
26,16.587382794705658,14.181163660599415,13.753585996831461
27,14.77013159546008,14.202198229701581,13.506195594710292
28,9.369852293330046,14.035565611206012,13.30054611943839
29,5.413119223768872,13.748150731624774,13.168269498429432
30,30.40079866729005,14.285332923097847,13.284073443541228
31,15.456195880840033,14.32192239052729,13.076449374339292
32,18.58523310375734,14.451113624261533,12.897519070261184
33,3.8964233675778908,14.140681557888485,12.8309631379859
34,21.845084580827525,14.360807358543886,12.711305204086047
35,5.8182945973903,14.12351533740073,12.611890612803561
36,30.898536960936944,14.576894300199006,12.734235789654473
37,27.755547209272994,14.923700955700955,12.7414105333126
38,32.004749962929004,15.361676571270905,12.863520037661418
39,57.869059616789364,16.424361147408867,14.330946789777471
40,45.40109717150967,17.131110806533275,14.844078533584488
41,29.986309312132455,17.437186961428495,14.796665347340232
42,30.016319721644955,17.72972493259632,14.745980559060323
43,60.78652805560021,18.70828863993732,15.927280772991333
44,5.035361047504948,18.404445804549933,15.877754201688
45,77.0446648517438,19.679233175141103,17.881591220939406
46,77.10690176477321,20.90109846428221,19.53519914020037
47,103.72336735273716,22.626562399458354,22.662813539776938
48,26.89917044036299,22.713758481925794,22.438502017485146
49,61.72827069021251,23.494048726091528,22.87466799157492
50,118.98014637249284,25.366325150530766,26.234739825947194
51,38.85253952139719,25.625675426893583,26.047191117250172
52,63.77023640024007,26.345384124503894,26.31710654820062
53,78.49350703808832,27.311090104385087,27.003546445396246
54,88.32940629959052,28.420514035207006,27.971375578044377
55,62.443648340258555,29.028070004940073,28.08430692786087
56,82.9135953809946,29.973430099256817,28.721742230278487
57,109.76600827801805,31.349164205787183,30.30835077126414
58,8.55181829261281,30.96276851234355,30.194141737304452
59,6.130951120397885,30.548904889144456,30.10975137973408
60,62.667493704985205,31.07543913202709,30.139163536545414
61,53.77089833856699,31.44149492568096,30.03151462023763
62,76.99677252933994,32.16459457018348,30.331407127855318
63,67.44394778035539,32.71583446409242,30.40991400134204
64,36.14879971126463,32.76864931404891,30.17804285626862
65,84.63084842829463,33.554440209719296,30.611287887416008
66,81.02716256271658,34.26298830454015,30.922480134781452
67,90.7615690261764,35.09384978574069,31.43867331667415
68,81.22508411803325,35.76241839925218,31.693226341564678
69,86.58185332861547,36.48841032681451,32.038704625748174
70,119.41351244013505,37.65636951150916,33.27927515897173
71,59.364044365613275,37.95786499559395,33.14486289050735
72,57.33851982784644,38.223353417953575,32.994055885673994
73,70.68296122526603,38.66199676670104,32.983974770801915
74,4.422917986011727,38.20547571629184,32.99786567641946
75,28.441938562086232,38.077008122157565,32.7989304622558
76,82.75918782018118,38.65729617018384,32.97560618414055
77,81.69277692207721,39.20903310290043,33.11932288781369
78,89.51533472847697,39.84582173107228,33.38613262660305
79,62.32058862118052,40.12675631719863,33.27064687839705
80,63.171556075214305,40.41126001791487,33.16241029111811
81,57.988231769473956,40.62561333195828,33.0159909916987
82,134.5793448909531,41.75758600134375,34.38014186437196
83,51.3012878663255,41.871201499736394,34.190557169974035
84,71.68156284367326,42.22191163319447,34.14049098745546
85,53.88093513835749,42.357481673952186,33.96442527189071
86,62.913828318119464,42.59376152043687,33.8396784999423
87,133.62736834104342,43.62823432521648,35.00303882025567
88,55.40612247225189,43.76057014709328,34.82796886497344
89,70.3731289913538,44.05626524536285,34.74610114708913
90,68.19315823769604,44.32150582769618,34.64615903467697
91,65.34366561197318,44.5500075644818,34.526227296902995
92,72.09161197999438,44.84615384851957,34.45738177930088
93,53.3990597990661,44.937142209695594,34.28483812592478
94,56.44954935496195,45.058325442803664,34.12414675050051
95,83.86831824163771,45.46259620112485,34.173877996630964
96,61.51338252595344,45.62806822509216,34.035904294210724
97,81.54046045971577,45.994521207078115,34.053602626681645
98,65.99739922060967,46.196570479942075,33.94016765191184
99,80.85094421420874,46.54311421728474,33.94561524062769
100,72.91552181729368,47.04657970005718,33.959663737829956
101,67.65083322913411,47.67321881555352,33.75531497278992
102,55.30532430784711,48.19188631294558,33.468906850468706
103,23.17091100354771,48.308731970489276,33.36077932938858
104,63.74138789161488,48.85831498209178,33.15717808182152
105,59.57520115953672,49.24198618888485,33.056836154841356
106,54.483251580323724,49.225641188208584,33.05383633606746
107,64.72480127141499,49.72075109341693,32.911170690951835
108,54.74186523105154,50.13858409631217,32.70639240876053
109,12.738680008117312,50.1579146307034,32.68370302621588
110,56.0738507523645,50.614201860697314,32.443723184240326
111,70.22232380055851,51.23374072694166,32.219939358131896
112,59.75282834365103,51.77928671237523,31.896080287316035
113,107.03811935005139,52.795987831697985,32.02064293414566
114,53.64373565574095,53.20112968562805,31.771533769458685
115,59.512897592351884,53.709422100589606,31.4603294082877
116,40.90284562722059,54.037200978653274,31.152937865601775
117,70.39572070098738,54.55370849842965,30.99127865609122
118,65.29623150797147,55.026232763838316,30.790588838239756
119,7.060673521995056,55.02768756721562,30.788318991601937
120,49.55206001003643,55.43082147150126,30.44817815033133
121,71.15394124093706,56.099041911715446,30.050061538594818
122,52.65079582149172,56.57164128754268,29.617369116790208
123,41.1963965388212,56.91315158002387,29.238799350709623
124,51.5433521354449,57.353458237730145,28.820093777505274
125,46.31133741917025,57.1936227320567,28.836562988633357
126,59.7541691255588,57.62529059536525,28.54711762355425
127,48.30358122110105,57.96062509162165,28.23701066891063
128,44.684236714611835,58.31376893583446,27.845215995094872
129,43.186225626585696,58.691499999862636,27.377308328667024
130,46.93951251247614,58.856887138314505,27.255588650724167
131,47.17358756864836,59.17406105519259,26.931307214392987
132,60.288547515853864,59.591094199313545,26.62065519270174
133,128.9447518440777,60.841577484078535,26.91051670146375
134,51.00776253965123,61.13320426366678,26.643022304859965
135,60.1599853958694,61.67662117165157,26.05700318219931
136,38.411465096144696,61.75175045300365,25.978867192847094
137,64.14165593863997,62.11561154029732,25.754006365324067
138,62.901213944238116,62.424576180110414,25.57563130361701
139,70.2374194832419,62.548259778774934,25.583207321193754
140,61.405809262118574,62.70830689968103,25.525432059718433
141,51.5748465533649,62.92419227209335,25.33837649639208
142,55.870357527303916,63.182732650149944,25.132345004673386
143,67.35662253021341,63.24843359489608,25.134582638717323
144,42.27067528591231,63.62078673728014,24.538167063627434
145,39.521622134841394,63.24555631011111,24.616793805815803
146,50.271907109016624,62.97720636355355,24.610491915888833
147,40.13228857987491,62.34129557582492,24.369824294482424
148,91.790160862983,62.99020548005112,24.281230743229994
149,36.725380986726606,62.74017658301627,24.421264038111094
150,40.978515336846144,61.9601602726598,23.851542272092896
151,65.36609987515105,62.22529587619734,23.740306542820534
152,73.51363419401734,62.32272985413511,23.766427135238015
153,43.317617411052225,61.97097095786475,23.784791928791062
154,42.51972064051944,61.512874101274036,23.713757918522887
155,50.40107706152186,61.39244838848667,23.73928956800716
156,60.11655394492503,61.16447797412599,23.640782137472723
157,51.10605183486327,60.57787840969443,23.150229219332726
158,56.72113390049814,61.05957156577328,22.556212449790053
159,53.7381926426849,61.53564398099616,21.88425387324322
160,42.97556407087975,61.338724684655105,21.961642588932452
161,59.22655615257032,61.393281262795135,21.949548090719937
162,57.5619750834965,61.198933288336704,21.896506340624178
163,54.247193216915264,61.066965742702315,21.898238270053714
164,50.89839040180838,61.21446164960775,21.779254660121463
165,63.70363128361355,61.005189478160936,21.653425287137797
166,46.39350530579035,60.65885290559167,21.607338955218523
167,43.15169040134238,60.18275411934333,21.46284461301841
168,40.20145484615908,59.772517826624586,21.448779260261357
169,42.65574909880755,59.3332567843265,21.344779561016075
170,45.02428014861301,58.589364461411286,20.518219602275877
171,44.11210695118983,58.43684508726706,20.568519199212222
172,42.81731178372144,58.291633006825805,20.626937012617905
173,42.42803915378037,58.00908378611094,20.648771934658793
174,53.336170442896055,58.498216310679794,19.9408154628274
175,51.83833344022236,58.732180259461146,19.722857913362432
176,43.13449668235907,58.335933348082925,19.634001605948576
177,44.20926721829402,57.961098251045094,19.542101300895073
178,52.04226012354717,57.5863675049958,19.291110081420104
179,54.35649253887586,57.50672654417274,19.287840156897452
180,41.405274988287196,57.289063733303486,19.345414580843137
181,62.39031050191379,57.33308452062787,19.35196285397159
182,59.72855094693195,56.58457658118767,17.729233975219735
183,40.589435032526175,56.47745805284968,17.79307666212181
184,66.61424509656328,56.42678487537857,17.75688333644227
185,43.46612860938637,56.32263681008887,17.801995157962907
186,65.8780546970273,56.352279073877945,17.81540835892675
187,57.52560932048364,55.59126148367234,16.03461879961313
188,55.684305414883674,55.594043313098666,16.034610569562574
189,57.606875839279965,55.46638078157794,15.967114316886
190,52.9420329827642,55.313869529028615,15.917584446148542
191,60.56496459689441,55.26608251887782,15.894558279530578
192,64.51035099322466,55.190269909010134,15.832081857082729
193,42.02096242710134,55.07648893529047,15.885342051033664
194,44.22129801275966,54.95420642186845,15.921326509299872
195,54.29077436270355,54.658430983079114,15.65392275128678
